## Thu Aug  6 17:01:22 2026
## emapper-2.1.12
## /opt/miniconda3/envs/eggNOG-mapper/bin/emapper.py -i /home/andrey/scripts/MF6_proteomics_V2/data/annotation/annot.faa --itype proteins -m diamond --sensmode sensitive --dmnd_iterate no --block_size 0.4 --index_chunks 4 --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign realign --report_orthologs --excel --cpu 12 --data_dir /home/andrey/eggnog_db --temp_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog/tmp --output annot --output_dir /home/andrey/scripts/MF6_proteomics_V2/data/annotation/eggnog --override
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gnl|extdb|AC1V0C_19220	216591.BCAM2380	2.11e-220	608.0	COG1052@1|root,COG1052@2|Bacteria,1MWID@1224|Proteobacteria,2VMKF@28216|Betaproteobacteria,1K3EV@119060|Burkholderiaceae	28216|Betaproteobacteria	CH	D-isomer specific 2-hydroxyacid dehydrogenase	-	-	1.1.1.399,1.1.1.95	ko:K00058	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R01513	RC00031	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	2-Hacid_dh,2-Hacid_dh_C
gnl|extdb|AC1V0C_19225	216591.BCAM2378	0.0	1212.0	COG2936@1|root,COG2936@2|Bacteria,1MVA8@1224|Proteobacteria,2VNCK@28216|Betaproteobacteria,1K5JD@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Xaa-Pro dipeptidyl-peptidase	-	-	3.4.14.11	ko:K01281,ko:K06978	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	PepX_C,Peptidase_S15
gnl|extdb|AC1V0C_19230	292.DM42_5611	6.43e-159	449.0	2A814@1|root,30X1G@2|Bacteria,1PIU1@1224|Proteobacteria,2W7D9@28216|Betaproteobacteria,1KECU@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19245	1163408.UU9_00255	0.0	2266.0	COG2373@1|root,COG2373@2|Bacteria,1MV7J@1224|Proteobacteria,1RNRY@1236|Gammaproteobacteria,1X4ST@135614|Xanthomonadales	135614|Xanthomonadales	S	Large extracellular alpha-helical protein	-	-	-	ko:K06894	-	-	-	-	ko00000	-	-	-	A2M,A2M_N,A2M_N_2,MG1
gnl|extdb|AC1V0C_19250	1500893.JQNB01000001_gene821	0.0	1088.0	COG4953@1|root,COG4953@2|Bacteria,1MUA9@1224|Proteobacteria,1RMBV@1236|Gammaproteobacteria,1X4XC@135614|Xanthomonadales	135614|Xanthomonadales	M	penicillin-binding protein	-	-	2.4.1.129	ko:K05367	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	BiPBP_C,Transgly,Transpeptidase
gnl|extdb|AC1V0C_19255	292.DM42_5614	2.5e-313	856.0	COG0840@1|root,COG0840@2|Bacteria,1NJXF@1224|Proteobacteria,2VM8I@28216|Betaproteobacteria,1K2XS@119060|Burkholderiaceae	28216|Betaproteobacteria	NT	PFAM chemotaxis sensory transducer	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	MCPsignal
gnl|extdb|AC1V0C_19260	216591.BCAM2373	1.32e-249	686.0	COG3203@1|root,COG3203@2|Bacteria,1N1KC@1224|Proteobacteria,2VKGE@28216|Betaproteobacteria,1K51W@119060|Burkholderiaceae	28216|Betaproteobacteria	M	Outer membrane porin	-	-	-	-	-	-	-	-	-	-	-	-	Porin_4
gnl|extdb|AC1V0C_19265	292.DM42_5616	0.0	1332.0	COG0365@1|root,COG0365@2|Bacteria,1MUF5@1224|Proteobacteria,2VIP3@28216|Betaproteobacteria,1K0R8@119060|Burkholderiaceae	28216|Betaproteobacteria	F	Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA	acsA	-	6.2.1.1	ko:K01895	ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200	M00357	R00235,R00236,R00316,R00926,R01354	RC00004,RC00012,RC00043,RC00070,RC02746,RC02816	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	ACAS_N,AMP-binding,AMP-binding_C
gnl|extdb|AC1V0C_19270	216591.BCAM2371	0.0	1024.0	COG0568@1|root,COG0568@2|Bacteria,1MVNJ@1224|Proteobacteria,2VH74@28216|Betaproteobacteria,1KC7R@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	-	-	-	ko:K03086	-	-	-	-	ko00000,ko03021	-	-	-	Sigma70_r1_1,Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4
gnl|extdb|AC1V0C_19275	216591.BCAM2370	1.29e-41	139.0	2E69Z@1|root,330XW@2|Bacteria,1MZGG@1224|Proteobacteria,2W9TX@28216|Betaproteobacteria,1K8FD@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Specific class of high-redox-potential 4Fe-4S ferredoxins. Functions in anaerobic electron transport in most purple and in some other photosynthetic bacteria and in at least one genus (Paracoccus) of halophilic, denitrifying bacteria	-	-	-	-	-	-	-	-	-	-	-	-	HIPIP
gnl|extdb|AC1V0C_19280	216591.BCAM2369	6.14e-261	718.0	COG0834@1|root,COG3258@1|root,COG0834@2|Bacteria,COG3258@2|Bacteria,1R7UM@1224|Proteobacteria,2W1X9@28216|Betaproteobacteria,1KHFD@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Cytochrome c class I	-	-	-	ko:K02030	-	M00236	-	-	ko00000,ko00002,ko02000	3.A.1.3	-	-	Cytochrome_CBB3,SBP_bac_3
gnl|extdb|AC1V0C_19285	216591.BCAM2368	0.0	1175.0	COG4993@1|root,COG4993@2|Bacteria,1MUQX@1224|Proteobacteria,2VHVH@28216|Betaproteobacteria,1JZS1@119060|Burkholderiaceae	28216|Betaproteobacteria	G	PQQ-dependent dehydrogenase, methanol ethanol family	-	-	1.1.2.8	ko:K00114	ko00010,ko00625,ko01100,ko01110,ko01120,ko01130,map00010,map00625,map01100,map01110,map01120,map01130	-	R05062,R05198,R05285	RC00087,RC00088,RC01039	ko00000,ko00001,ko01000	-	-	-	PQQ
gnl|extdb|AC1V0C_19290	292.DM42_5621	0.0	1420.0	COG4772@1|root,COG4772@2|Bacteria,1MXJU@1224|Proteobacteria,2VN9X@28216|Betaproteobacteria,1K2NQ@119060|Burkholderiaceae	28216|Betaproteobacteria	P	TonB-dependent receptor	-	-	-	ko:K02014	-	-	-	-	ko00000,ko02000	1.B.14	-	-	Plug,TonB_dep_Rec
gnl|extdb|AC1V0C_19295	216591.BCAM2366	5.88e-191	535.0	COG0596@1|root,COG0596@2|Bacteria,1MWW8@1224|Proteobacteria,2VIEF@28216|Betaproteobacteria,1K3RT@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Belongs to the peptidase S33 family	-	-	3.4.11.5	ko:K01259	ko00330,map00330	-	R00135	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Abhydrolase_1
gnl|extdb|AC1V0C_19300	292.DM42_5623	0.0	1262.0	COG3284@1|root,COG3284@2|Bacteria,1NRG5@1224|Proteobacteria,2VICI@28216|Betaproteobacteria,1K0YQ@119060|Burkholderiaceae	28216|Betaproteobacteria	KQ	PFAM sigma-54 factor interaction domain-containing protein	-	-	-	ko:K21405	-	-	-	-	ko00000,ko03000	-	-	-	GAF,HTH_8,Sigma54_activat
gnl|extdb|AC1V0C_19310	292.DM42_5624	5.17e-220	607.0	COG1235@1|root,COG1235@2|Bacteria,1MWI5@1224|Proteobacteria,2VJUF@28216|Betaproteobacteria,1K41P@119060|Burkholderiaceae	28216|Betaproteobacteria	S	May be involved in the transport of PQQ or its precursor to the periplasm	pqqB	-	-	ko:K06136	-	-	-	-	ko00000	-	-	-	Lactamase_B_2
gnl|extdb|AC1V0C_19315	216591.BCAM2362	1.2e-177	494.0	COG5424@1|root,COG5424@2|Bacteria,1MW7G@1224|Proteobacteria,2VI0X@28216|Betaproteobacteria,1K36Z@119060|Burkholderiaceae	28216|Betaproteobacteria	H	Ring cyclization and eight-electron oxidation of 3a-(2- amino-2-carboxyethyl)-4,5-dioxo-4,5,6,7,8,9-hexahydroquinoline- 7,9-dicarboxylic-acid to PQQ	pqqC	-	1.3.3.11	ko:K06137	-	-	-	-	ko00000,ko01000	-	-	-	TENA_THI-4
gnl|extdb|AC1V0C_19320	216591.BCAM2361A	1.83e-63	193.0	2E4CK@1|root,32Z81@2|Bacteria,1N7JR@1224|Proteobacteria,2VVSC@28216|Betaproteobacteria,1K8Y5@119060|Burkholderiaceae	28216|Betaproteobacteria	S	biosynthesis protein	pqqD	-	-	ko:K06138	-	-	-	-	ko00000	-	-	-	PqqD
gnl|extdb|AC1V0C_19325	216591.BCAM2360	4.18e-285	777.0	COG0535@1|root,COG0535@2|Bacteria,1MUQP@1224|Proteobacteria,2VIK6@28216|Betaproteobacteria,1K0WB@119060|Burkholderiaceae	28216|Betaproteobacteria	S	biosynthesis protein E	pqqE	-	-	ko:K06139	-	-	-	-	ko00000	-	-	-	Fer4_14,Radical_SAM,SPASM
gnl|extdb|AC1V0C_19330	216591.BCAM2359A	3.63e-72	217.0	2ESTU@1|root,33KC9@2|Bacteria,1NP0M@1224|Proteobacteria,2VY1I@28216|Betaproteobacteria,1K8T5@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19335	216591.BCAM2359	7.26e-191	532.0	2E0A9@1|root,32VXM@2|Bacteria,1N83F@1224|Proteobacteria,2W4RW@28216|Betaproteobacteria,1KFMQ@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19340	216591.BCAM2358A	2.25e-45	146.0	2AGPT@1|root,316XF@2|Bacteria,1PY58@1224|Proteobacteria,2WDEG@28216|Betaproteobacteria,1KA53@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19355	292.DM42_5633	1.89e-166	468.0	2EWUA@1|root,33Q5V@2|Bacteria,1NQWA@1224|Proteobacteria,2W1V7@28216|Betaproteobacteria,1K5RN@119060|Burkholderiaceae	28216|Betaproteobacteria	S	DinB superfamily	-	-	-	-	-	-	-	-	-	-	-	-	DinB_2
gnl|extdb|AC1V0C_19360	216591.BCAM2355	8.25e-86	254.0	COG3795@1|root,COG3795@2|Bacteria,1RCZT@1224|Proteobacteria,2VRD1@28216|Betaproteobacteria,1K7RP@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PFAM DGPFAETKE family protein	-	-	-	-	-	-	-	-	-	-	-	-	YCII
gnl|extdb|AC1V0C_19365	216591.BCAM2353	1.72e-40	134.0	2EV8C@1|root,33NP1@2|Bacteria,1NNZ0@1224|Proteobacteria,2VYTT@28216|Betaproteobacteria,1KA3R@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19370	216591.BCAM2352	0.0	897.0	COG0477@1|root,COG2814@2|Bacteria,1MVQQ@1224|Proteobacteria,2VI4I@28216|Betaproteobacteria,1K4F2@119060|Burkholderiaceae	28216|Betaproteobacteria	EGP	transporter	-	-	-	ko:K08369	-	-	-	-	ko00000,ko02000	2.A.1	-	-	MFS_1
gnl|extdb|AC1V0C_19375	216591.BCAM2351	2.77e-172	481.0	COG0842@1|root,COG0842@2|Bacteria,1MUH1@1224|Proteobacteria,2VJMJ@28216|Betaproteobacteria,1K058@119060|Burkholderiaceae	28216|Betaproteobacteria	V	Transport permease protein	yadH	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane
gnl|extdb|AC1V0C_19380	216591.BCAM2350	2.19e-220	608.0	COG1131@1|root,COG1131@2|Bacteria,1MUW7@1224|Proteobacteria,2VM20@28216|Betaproteobacteria,1K1DQ@119060|Burkholderiaceae	28216|Betaproteobacteria	V	PFAM ABC transporter related	hndI	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran
gnl|extdb|AC1V0C_19385	216591.BCAM2349A	4.94e-59	182.0	COG0662@1|root,COG0662@2|Bacteria,1N856@1224|Proteobacteria,2VXCS@28216|Betaproteobacteria,1KA8S@119060|Burkholderiaceae	28216|Betaproteobacteria	G	Cupin domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
gnl|extdb|AC1V0C_19390	339670.Bamb_4517	0.0	912.0	28N1J@1|root,2ZB7P@2|Bacteria,1R8MM@1224|Proteobacteria,2VNW8@28216|Betaproteobacteria,1K41N@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2957)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2957
gnl|extdb|AC1V0C_19395	216591.BCAM2347	2.78e-291	796.0	28N1J@1|root,33PIE@2|Bacteria,1NT1U@1224|Proteobacteria,2W0J5@28216|Betaproteobacteria,1K2HU@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Protein of unknown function (DUF2957)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2957
gnl|extdb|AC1V0C_19400	339670.Bamb_4515	3.39e-188	523.0	COG3047@1|root,COG3047@2|Bacteria,1RBCX@1224|Proteobacteria,2VQ9K@28216|Betaproteobacteria,1K1F8@119060|Burkholderiaceae	28216|Betaproteobacteria	M	PFAM OmpW family protein	-	-	-	ko:K07275	-	-	-	-	ko00000	-	-	-	OmpW
gnl|extdb|AC1V0C_19405	292.DM42_5645	6.62e-99	289.0	2EBCS@1|root,335DH@2|Bacteria,1NE4A@1224|Proteobacteria,2VXW5@28216|Betaproteobacteria,1K7YC@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Activator protein	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19410	292.DM42_5646	7.3e-181	513.0	2BUYS@1|root,32QB6@2|Bacteria,1PK19@1224|Proteobacteria,2W8CG@28216|Betaproteobacteria,1KDF8@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19415	216591.BCAM2343	0.0	1167.0	COG2303@1|root,COG2303@2|Bacteria,1MV19@1224|Proteobacteria,2VI6F@28216|Betaproteobacteria,1K1MY@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Involved in the biosynthesis of the osmoprotectant glycine betaine. Catalyzes the oxidation of choline to betaine aldehyde and betaine aldehyde to glycine betaine at the same rate	betA	-	1.1.99.1	ko:K00108	ko00260,ko01100,map00260,map01100	M00555	R01025	RC00087	ko00000,ko00001,ko00002,ko01000	-	-	-	GMC_oxred_C,GMC_oxred_N
gnl|extdb|AC1V0C_19420	292.DM42_5648	0.0	952.0	COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2VHNV@28216|Betaproteobacteria,1JZMS@119060|Burkholderiaceae	28216|Betaproteobacteria	C	belongs to the aldehyde dehydrogenase family	betB	-	1.2.1.8	ko:K00130	ko00260,ko01100,map00260,map01100	M00555	R02565,R02566	RC00080	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
gnl|extdb|AC1V0C_19425	216591.BCAM2341	9.93e-130	369.0	COG1309@1|root,COG1309@2|Bacteria,1MX72@1224|Proteobacteria,2W279@28216|Betaproteobacteria,1JZWJ@119060|Burkholderiaceae	28216|Betaproteobacteria	K	Repressor involved in the biosynthesis of the osmoprotectant glycine betaine. It represses transcription of the choline transporter BetT and the genes of BetAB involved in the synthesis of glycine betaine (By similarity)	betI	-	-	ko:K02167	-	-	-	-	ko00000,ko03000	-	-	-	TetR_C_6,TetR_N
gnl|extdb|AC1V0C_19430	216591.BCAM2340	8.14e-209	578.0	COG2267@1|root,COG2267@2|Bacteria,1RAJ7@1224|Proteobacteria,2WG08@28216|Betaproteobacteria,1KI84@119060|Burkholderiaceae	28216|Betaproteobacteria	I	alpha/beta hydrolase fold	-	-	-	ko:K18100	ko02024,ko02025,map02024,map02025	-	-	-	ko00000,ko00001,ko01000,ko01003	-	GT1	-	Abhydrolase_6
gnl|extdb|AC1V0C_19435	216591.BCAM2339	1.43e-131	373.0	COG2020@1|root,COG2020@2|Bacteria,1MXP9@1224|Proteobacteria,2VZ1R@28216|Betaproteobacteria,1K6RN@119060|Burkholderiaceae	28216|Betaproteobacteria	O	Phospholipid methyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	ICMT
gnl|extdb|AC1V0C_19440	216591.BCAM2338	3.57e-299	817.0	COG1819@1|root,COG1819@2|Bacteria,1R6US@1224|Proteobacteria,2WG0I@28216|Betaproteobacteria,1K55S@119060|Burkholderiaceae	28216|Betaproteobacteria	CG	Glycosyltransferase family 28 N-terminal domain protein	-	-	-	ko:K18101	ko02024,ko02025,map02024,map02025	-	-	-	ko00000,ko00001,ko01000,ko01003	-	GT1	-	Glyco_transf_28,UDPGT
gnl|extdb|AC1V0C_19445	216591.BCAM2337	0.0	987.0	COG0477@1|root,COG2814@2|Bacteria,1MU1I@1224|Proteobacteria,2VJGS@28216|Betaproteobacteria,1K0ZN@119060|Burkholderiaceae	28216|Betaproteobacteria	P	Major facilitator superfamily	emrB	-	-	ko:K03446	-	M00701	-	-	ko00000,ko00002,ko02000	2.A.1.3	-	-	MFS_1
gnl|extdb|AC1V0C_19450	216591.BCAM2336	4.6e-221	610.0	COG1216@1|root,COG1216@2|Bacteria,1MYVM@1224|Proteobacteria,2VSIY@28216|Betaproteobacteria,1KFCG@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Rhamnosyltran rhamnosyltransferase family protein	rfbF	-	-	ko:K12990	ko02024,ko02025,map02024,map02025	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01005	-	GT2	-	Glycos_transf_2
gnl|extdb|AC1V0C_19455	216591.BCAM2335	0.0	979.0	COG1538@1|root,COG1538@2|Bacteria,1MUZZ@1224|Proteobacteria,2VH6M@28216|Betaproteobacteria,1K2FQ@119060|Burkholderiaceae	28216|Betaproteobacteria	MU	outer_NodT efflux transporter, outer membrane factor (OMF) lipo, NodT family protein	-	-	-	-	-	-	-	-	-	-	-	-	OEP
gnl|extdb|AC1V0C_19460	292.DM42_5656	2.38e-224	625.0	COG1566@1|root,COG1566@2|Bacteria,1MU7I@1224|Proteobacteria,2VHA2@28216|Betaproteobacteria,1K5XU@119060|Burkholderiaceae	28216|Betaproteobacteria	V	RND_mfp efflux transporter, RND family, MFP subunit	emrA	-	-	ko:K03543	-	M00701	-	-	ko00000,ko00002,ko02000	8.A.1.1	-	-	HlyD_D23
gnl|extdb|AC1V0C_19465	216591.BCAM2333	3.64e-291	794.0	COG1063@1|root,COG1063@2|Bacteria,1MW6Y@1224|Proteobacteria,2VHWZ@28216|Betaproteobacteria,1K0TS@119060|Burkholderiaceae	28216|Betaproteobacteria	C	formaldehyde dehydrogenase	fdhA	-	1.2.1.46	ko:K00148	ko00625,ko00680,ko01100,ko01120,ko01200,map00625,map00680,map01100,map01120,map01200	-	R00604	RC00188	ko00000,ko00001,ko01000	-	-	-	ADH_N,ADH_zinc_N
gnl|extdb|AC1V0C_19475	216591.BCAM2329	0.0	880.0	COG1167@1|root,COG1167@2|Bacteria,1MV6F@1224|Proteobacteria,2VGZY@28216|Betaproteobacteria,1K028@119060|Burkholderiaceae	28216|Betaproteobacteria	K	aminotransferase class I and II	-	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2,GntR
gnl|extdb|AC1V0C_19480	216591.BCAM2328	0.0	906.0	COG0823@1|root,COG0823@2|Bacteria,1R8U7@1224|Proteobacteria,2VWIM@28216|Betaproteobacteria,1K6DF@119060|Burkholderiaceae	28216|Betaproteobacteria	U	PFAM coagulation factor 5 8 type domain protein	-	-	-	-	-	-	-	-	-	-	-	-	F5_F8_type_C,PD40
gnl|extdb|AC1V0C_19485	640510.BC1001_1281	2.75e-17	80.9	292ZU@1|root,30VQH@2|Bacteria,1QAEZ@1224|Proteobacteria,2W7D2@28216|Betaproteobacteria,1KECB@119060|Burkholderiaceae	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gnl|extdb|AC1V0C_19490	1192124.LIG30_4733	1.62e-143	405.0	COG4253@1|root,342WA@2|Bacteria,1NCCC@1224|Proteobacteria,2VVV4@28216|Betaproteobacteria,1K9WM@119060|Burkholderiaceae	28216|Betaproteobacteria	S	Lysine-specific metallo-endopeptidase	-	-	-	-	-	-	-	-	-	-	-	-	Aspzincin_M35
gnl|extdb|AC1V0C_19495	1192124.LIG30_4734	8.93e-70	216.0	28W43@1|root,2ZI4Y@2|Bacteria,1QWVS@1224|Proteobacteria,2WH26@28216|Betaproteobacteria,1K9WC@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PAAR motif	-	-	-	-	-	-	-	-	-	-	-	-	PAAR_motif
gnl|extdb|AC1V0C_19505	216591.BCAM2327	1.51e-258	709.0	COG4977@1|root,COG4977@2|Bacteria,1MUDK@1224|Proteobacteria,2VKZX@28216|Betaproteobacteria,1K0XU@119060|Burkholderiaceae	28216|Betaproteobacteria	K	helix-turn-helix- domain containing protein, AraC type	-	-	-	ko:K21826	-	-	-	-	ko00000,ko03000	-	-	-	DJ-1_PfpI,HTH_18
gnl|extdb|AC1V0C_19510	339670.Bamb_4497	1.53e-303	828.0	COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,2VH86@28216|Betaproteobacteria,1K1VW@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism	glyA2	-	2.1.2.1	ko:K00600	ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523	M00140,M00141,M00346,M00532	R00945,R09099	RC00022,RC00112,RC01583,RC02958	ko00000,ko00001,ko00002,ko01000	-	-	-	SHMT
gnl|extdb|AC1V0C_19515	216591.BCAM2325	6.7e-240	658.0	COG2355@1|root,COG2355@2|Bacteria,1MWEW@1224|Proteobacteria,2VP9R@28216|Betaproteobacteria,1KFNK@119060|Burkholderiaceae	28216|Betaproteobacteria	E	PFAM peptidase M19 renal dipeptidase	-	-	3.4.13.19	ko:K01273	-	-	-	-	ko00000,ko00537,ko01000,ko01002,ko04147	-	-	-	Peptidase_M19
gnl|extdb|AC1V0C_19520	339670.Bamb_4495	5.69e-132	373.0	COG1719@1|root,COG1719@2|Bacteria,1NP13@1224|Proteobacteria,2VQB0@28216|Betaproteobacteria,1K08W@119060|Burkholderiaceae	28216|Betaproteobacteria	S	PFAM 4-vinyl reductase, 4VR	-	-	-	-	-	-	-	-	-	-	-	-	V4R
gnl|extdb|AC1V0C_19525	216591.BCAM2323	0.0	1387.0	COG0446@1|root,COG1902@1|root,COG0446@2|Bacteria,COG1902@2|Bacteria,1MVE0@1224|Proteobacteria,2VI4P@28216|Betaproteobacteria,1K1CD@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Nadh flavin oxidoreductase nadh oxidase	-	-	1.5.8.1,1.5.8.2	ko:K00317,ko:K21833	ko00680,ko01120,ko01200,map00680,map01120,map01200	-	R01588,R02511	RC00185,RC00556,RC00557,RC00732	ko00000,ko00001,ko01000	-	-	-	Oxidored_FMN,Pyr_redox_2
gnl|extdb|AC1V0C_19530	292.DM42_5668	0.0	1275.0	COG0247@1|root,COG0247@2|Bacteria,1MUMH@1224|Proteobacteria,2VJGA@28216|Betaproteobacteria,1KFTX@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Domain of unknown function (DUF3483)	-	-	-	ko:K21834	-	-	-	-	ko00000	-	-	-	CCG,DUF3483,Fer4_8
gnl|extdb|AC1V0C_19535	216591.BCAM2321	2.13e-258	711.0	COG2025@1|root,COG2025@2|Bacteria,1MUQ5@1224|Proteobacteria,2VM1V@28216|Betaproteobacteria,1K3EW@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Electron transfer flavoprotein	eftA	-	-	ko:K03522	-	-	-	-	ko00000,ko04147	-	-	-	ETF,ETF_alpha
gnl|extdb|AC1V0C_19540	216591.BCAM2320	2.09e-171	480.0	COG2086@1|root,COG2086@2|Bacteria,1N8JA@1224|Proteobacteria,2VP8E@28216|Betaproteobacteria,1K1PI@119060|Burkholderiaceae	28216|Betaproteobacteria	C	Electron transfer flavoprotein	eftB	-	-	ko:K03521	-	-	-	-	ko00000	-	-	-	ETF
gnl|extdb|AC1V0C_19545	216591.BCAM2319	4.03e-316	858.0	COG4638@1|root,COG4638@2|Bacteria,1MWXW@1224|Proteobacteria,2VJT8@28216|Betaproteobacteria,1K1B4@119060|Burkholderiaceae	28216|Betaproteobacteria	P	PFAM Rieske 2Fe-2S	-	-	-	ko:K00479	-	-	-	-	ko00000	-	-	-	Rieske,Ring_hydroxyl_A
gnl|extdb|AC1V0C_19550	292.DM42_5672	2.51e-283	773.0	COG1018@1|root,COG1018@2|Bacteria,1MY2Q@1224|Proteobacteria,2VMHR@28216|Betaproteobacteria,1K0JY@119060|Burkholderiaceae	28216|Betaproteobacteria	C	oxidoreductase FAD NAD(P)-binding domain protein	-	-	-	ko:K11933,ko:K21832	-	-	-	-	ko00000,ko01000	-	-	-	FAD_binding_6,Fer2,NAD_binding_1
gnl|extdb|AC1V0C_19555	339670.Bamb_4488	3.06e-202	560.0	COG2113@1|root,COG2113@2|Bacteria,1R5CU@1224|Proteobacteria,2VMGD@28216|Betaproteobacteria,1K2DX@119060|Burkholderiaceae	28216|Betaproteobacteria	E	Glycine betaine	-	-	-	ko:K02002	ko02010,map02010	M00208	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.12	-	-	OpuAC
gnl|extdb|AC1V0C_19560	216591.BCAM2316	0.0	1080.0	COG0531@1|root,COG0531@2|Bacteria,1MY59@1224|Proteobacteria,2VKNY@28216|Betaproteobacteria,1K25M@119060|Burkholderiaceae	28216|Betaproteobacteria	E	amino acid	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
gnl|extdb|AC1V0C_19565	216591.BCAM2315	2.26e-212	586.0	COG0788@1|root,COG0788@2|Bacteria,1MVCF@1224|Proteobacteria,2VIXE@28216|Betaproteobacteria,1K050@119060|Burkholderiaceae	28216|Betaproteobacteria	F	Catalyzes the hydrolysis of 10-formyltetrahydrofolate (formyl-FH4) to formate and tetrahydrofolate (FH4)	purU-2	-	3.5.1.10	ko:K01433	ko00630,ko00670,map00630,map00670	-	R00944	RC00026,RC00111	ko00000,ko00001,ko01000	-	-	-	Formyl_trans_N
