query	accession	organism	architecture	pC3_present	n_hits_any	n_hits_tier1	best_tier	best_pident	best_qcovs	best_bitscore	best_evalue	best_contig	best_contig_len	best_contig_rank	best_subject_len	best_start	best_end
FULL_CFFIHE_03684	GCF_037101275.1	Burkholderia contaminans	3_large	True	1	0	4	38.1	6.0	75.5	6.03e-11	NZ_AP029053.1	3445782	1	1985	2247887	2253844
FULL_CFFIHE_03684	GCF_037477895.1	Mycetohabitans endofungorum	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037477905.1	Mycetohabitans endofungorum	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037478035.1	Mycetohabitans endofungorum	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037478045.1	Mycetohabitans rhizoxinica	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037478055.1	Mycetohabitans rhizoxinica	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037478065.1	Mycetohabitans rhizoxinica	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037478075.1	Mycetohabitans endofungorum	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_037478085.1	Mycetohabitans endofungorum	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_038050405.1	Paraburkholderia sp. IMGN_8	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_038452255.1	Burkholderia pyrrocinia	3_large	True	2	0	4	24.6	21.0	66.2	4.19e-08	NZ_CP150851.1	848493	3	2479	262102	269541
FULL_CFFIHE_03684	GCF_038723655.1	Burkholderia arboris	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_038782865.1	Burkholderia ambifaria	2_large	False	1	0	4	29.6	7.0	79.0	5.74e-12	NZ_CP152371.1	4682183	1	1989	4245561	4251530
FULL_CFFIHE_03684	GCF_038983115.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_038983225.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_039621805.1	Paraburkholderia sp. PREW-6R	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_039728355.1	Burkholderia cenocepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_039848545.1	Burkholderia stagnalis	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_039852015.1	Robbsia sp. KACC 23696	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_040215475.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_040314805.1	Trinickia caryophylli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_040361905.1	Paraburkholderia terrae	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_040735455.1	Burkholderia semiarida	3_large	True	1	1	1	94.8	100.0	5298	0.0	NZ_CP136805.1	1062595	3	2867	713085	721688
FULL_CFFIHE_03684	GCF_040761425.1	Burkholderia sp. Ed8	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_041070875.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_041205585.2	Burkholderia cenocepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_042604585.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_042604595.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_043193125.1	Burkholderia ambifaria	3_large	True	2	0	4	29.6	7.0	75.5	7.08e-11	NZ_CP142981.1	3564602	1	1989	301631	307600
FULL_CFFIHE_03684	GCF_044057485.1	Burkholderia contaminans	3_large	True	1	0	4	25.0	17.0	79.3	4.96e-12	NZ_CP172008.1	239984	4	1958	85810	91686
FULL_CFFIHE_03684	GCF_044501195.1	Burkholderia anthina	3_large	True	1	0	4	27.8	88.0	610	6.61e-175	NZ_CP162534.1	1465948	3	2834	571140	579644
FULL_CFFIHE_03684	GCF_045345775.1	Burkholderia semiarida	3_large	True	2	1	1	94.8	100.0	5323	0.0	NZ_CP174278.1	1087154	3	2867	866865	875468
FULL_CFFIHE_03684	GCF_045348565.1	Paraburkholderia fungorum	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_045862465.1	Burkholderia gladioli pv. gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_045925845.1	Burkholderia pyrrocinia	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_046773525.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_047127275.1	Burkholderia lata	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_047325075.1	Paraburkholderia phenoliruptrix	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_047497155.1	Burkholderia sp. 22PA0106	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_047497165.1	Burkholderia sp. 22PA0099	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_047902435.1	Burkholderia cepacia	3_large	True	1	0	4	29.6	9.0	72.0	6.72e-10	NZ_CP138379.1	3375692	2	1968	2162757	2168663
FULL_CFFIHE_03684	GCF_048565175.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_048565265.1	Burkholderia theae	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_048627025.1	Burkholderia aenigmatica	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_048688115.1	Burkholderia thailandensis	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_048917655.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_048917665.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_048917685.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_049177125.1	Paraburkholderia sp. DD10	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_049487195.1	Burkholderia sp. NLJ2	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_049913365.1	Burkholderia ambifaria	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_049942845.1	Burkholderia sp. R-40	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_050320195.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_050430075.1	Robbsia andropogonis	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_050500075.1	Paraburkholderia tropica	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_050613125.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_050613135.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_050627075.1	Paraburkholderia fungorum	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_050627395.1	Paraburkholderia fungorum	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_050632305.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_050632315.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_050632325.1	Burkholderia cepacia	3_large	True	1	0	4	28.0	13.0	77.4	1.81e-11	NZ_CP192561.1	3391474	2	1974	3363252	3369176
FULL_CFFIHE_03684	GCF_050632335.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_050632345.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_050632355.1	Burkholderia cepacia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_050813845.1	Burkholderia sp. F1	3_large	False	3	0	4	29.9	6.0	70.5	2.02e-09	NZ_CP172421.1	4012682	1	1977	11436	17369
FULL_CFFIHE_03684	GCF_050858985.1	Burkholderia sp. M6-3	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_050920555.1	Burkholderia gladioli pv. alliicola	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_050955445.1	Paraburkholderia sp. RHO2	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_050990585.1	Paraburkholderia phenoliruptrix	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_050990595.1	Paraburkholderia sacchari	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_051027425.1	Paraburkholderia caffeinilytica	2_large	False	1	0	4	31.8	5.0	59.7	1.40e-06	NZ_CP186553.1	3705942	2	324	3541216	3542190
FULL_CFFIHE_03684	GCF_051124805.1	Paraburkholderia sp. A3RO-2L	4+_large	False	1	0	4	33.1	5.0	60.5	2.51e-06	NZ_CP123189.1	1142246	3	1543	903621	908252
FULL_CFFIHE_03684	GCF_051125205.1	Paraburkholderia sp. A1BS-2L	4+_large	False	1	0	4	33.1	5.0	60.5	2.51e-06	NZ_CP120430.1	1164524	3	1543	513665	518296
FULL_CFFIHE_03684	GCF_051125215.1	Paraburkholderia sp. A3BS-1L	4+_large	False	1	0	4	33.1	5.0	60.5	2.53e-06	NZ_CP120444.1	1262688	3	1543	314159	318790
FULL_CFFIHE_03684	GCF_051125545.1	Paraburkholderia sp. A2RO-4L	4+_large	False	1	0	4	33.1	5.0	60.5	2.51e-06	NZ_CP120436.1	1162407	3	1543	505006	509637
FULL_CFFIHE_03684	GCF_051355645.1	Burkholderia lata	3_large	True	2	0	4	26.1	10.0	63.2	3.49e-07	NZ_CP195707.1	3694126	1	1998	1953802	1959798
FULL_CFFIHE_03684	GCF_051560065.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	8.95e-06	NZ_CM121435.1	4021247	1	2031	1136191	1142286
FULL_CFFIHE_03684	GCF_051560085.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.49e-06	NZ_CM121437.1	3971785	1	2031	3405204	3411299
FULL_CFFIHE_03684	GCF_051560105.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	60.1	3.00e-06	NZ_CM121439.1	4052639	1	2031	1823407	1829502
FULL_CFFIHE_03684	GCF_051560125.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	8.88e-06	NZ_CM121441.1	4045573	1	2031	231972	238067
FULL_CFFIHE_03684	GCF_051560145.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_051615025.1	Caballeronia sp. DA-9	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_052222725.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052854005.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.9	14.0	63.2	3.09e-07	NZ_CP193432.1	4058535	1	1604	2761070	2765884
FULL_CFFIHE_03684	GCF_052854015.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.0	19.0	75.1	8.45e-11	NZ_CP193435.1	4142467	1	1585	2328623	2333380
FULL_CFFIHE_03684	GCF_052854305.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052854315.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052854605.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052854615.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052854885.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052854895.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.34e-06	NZ_CP193448.1	3971349	1	2031	1712779	1718874
FULL_CFFIHE_03684	GCF_052855305.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052855315.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052855605.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP193453.1	4038557	1	2031	3100144	3106239
FULL_CFFIHE_03684	GCF_052855615.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP193455.1	4007748	1	2031	2399682	2405777
FULL_CFFIHE_03684	GCF_052855985.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_CP193458.1	4007637	1	2031	2399584	2405679
FULL_CFFIHE_03684	GCF_052856205.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052857015.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052857225.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_052857935.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.6	25.0	59.3	5.98e-06	NZ_CP193466.1	4009207	1	2031	3747446	3753541
FULL_CFFIHE_03684	GCF_052858145.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.6	25.0	59.3	5.98e-06	NZ_CP193468.1	4080232	1	2031	1447979	1454074
FULL_CFFIHE_03684	GCF_052858685.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	4.73e-06	NZ_CP193470.1	4091997	1	2031	3182730	3188825
FULL_CFFIHE_03684	GCF_052858755.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	4.73e-06	NZ_CP193471.1	4092017	1	2031	1221781	1227876
FULL_CFFIHE_03684	GCF_053038975.1	Burkholderia sola	3_large	True	1	1	1	97.6	100.0	5640	0.0	NZ_CP199961.1	1244422	3	2867	340742	349345
FULL_CFFIHE_03684	GCF_053153985.1	Burkholderia vietnamiensis	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_053209605.1	Burkholderia sola	3_large	True	1	1	1	97.7	100.0	5641	0.0	NZ_CP199987.1	1244416	3	2867	340742	349345
FULL_CFFIHE_03684	GCF_053348855.1	Burkholderia metallica	3_large	True	1	0	4	23.7	13.0	63.5	2.66e-07	NZ_JBRZEL010000002.1	248553	4	1781	69988	75333
FULL_CFFIHE_03684	GCF_053470105.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_053470145.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_053760385.1	Caballeronia sp. KNU42	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_054073385.1	Burkholderia pyrrocinia	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_054073395.1	Burkholderia pyrrocinia	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_054166125.1	Paraburkholderia strydomiana	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_054166145.1	Paraburkholderia strydomiana	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_054166155.1	Paraburkholderia strydomiana	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_054166185.1	Burkholderia ambifaria	3_large	True	1	0	4	34.8	5.0	73.6	2.22e-10	NZ_JBSWBZ010000002.1	3551557	1	1989	2235542	2241511
FULL_CFFIHE_03684	GCF_054166195.1	Paraburkholderia graminis	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_054166225.1	Paraburkholderia strydomiana	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_054166245.1	Paraburkholderia strydomiana	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_054166265.1	Paraburkholderia strydomiana	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_054187845.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_054558305.1	Burkholderia contaminans	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_054955335.1	Burkholderia contaminans	1_large	False	0	0											
FULL_CFFIHE_03684	GCF_055386035.1	Burkholderia gladioli	3_large	False	1	0	4	29.5	11.0	76.6	3.02e-11	NZ_AP028975.1	402366	3	1872	103596	109214
FULL_CFFIHE_03684	GCF_055387925.1	Burkholderia mallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_055391905.1	Paraburkholderia monticola	3_large	False	0	0											
FULL_CFFIHE_03684	GCF_055397325.1	Paraburkholderia largidicola	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_055397665.1	Burkholderia mallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_055397955.1	Burkholderia gladioli	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_055810255.1	Burkholderia thailandensis	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_056270685.1	Paraburkholderia sp. PAMB 6768	1_large	False	0	0											
FULL_CFFIHE_03684	GCF_056591095.1	Paraburkholderia terricola	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_056640905.1	Burkholderia pyrrocinia	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_056783395.1	Burkholderia pyrrocinia	3_large	True	1	0	4	26.7	15.0	65.5	7.24e-08	NZ_CM165589.1	3428300	2	2082	1573888	1580136
FULL_CFFIHE_03684	GCF_056847505.1	Mycetohabitans endofungorum	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_056867595.1	Mycetohabitans rhizoxinica	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_056868365.1	Mycetohabitans rhizoxinica	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_056868375.1	Mycetohabitans rhizoxinica	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_056880615.1	Mycetohabitans rhizoxinica	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_057005415.2	Burkholderia sp. KL41	3_large	True	3	0	4	26.8	14.0	67.4	2.14e-08	NZ_CM174447.1	3685627	2	2091	497202	503477
FULL_CFFIHE_03684	GCF_057369595.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	1	0	4	36.2	5.0	80.5	2.15e-12	NZ_CM170669.1	3419015	2	1989	3389932	3395901
FULL_CFFIHE_03684	GCF_057439935.1	Burkholderia cepacia complex sp. TUM26381	3_large	True	1	0	4	36.2	5.0	80.5	2.15e-12	NZ_CM172007.1	3419015	2	1989	3389932	3395901
FULL_CFFIHE_03684	GCF_057587595.1	Paraburkholderia sp. PAMB 6768	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_057612605.2	Caballeronia sp. A2-2	4+_large	False	1	0	4	24.3	13.0	63.9	9.59e-08	NZ_CM173618.1	1590018	2	443	82115	83446
FULL_CFFIHE_03684	GCF_057748135.1	Paraburkholderia sp. PAMB 6770	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_058448765.1	Burkholderia gladioli	2_large	False	1	0	4	30.2	11.0	78.6	8.30e-12	NZ_CP186754.1	123076	5	2059	93681	99860
FULL_CFFIHE_03684	GCF_059089405.1	Burkholderia pyrrocinia	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_059622985.1	Paraburkholderia agricolaris	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_902141795.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_902141815.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_902141835.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_902459535.1	Paraburkholderia dioscoreae	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_904865725.1	Burkholderia cepacia	3_large	True	1	0	4	25.0	17.0	79.3	4.96e-12	NZ_LR890526.1	114206	4	1958	53376	59252
FULL_CFFIHE_03684	GCF_905400185.1	Burkholderia sola	3_large	True	2	1	1	99.8	100.0	5751	0.0	NZ_FR989677.1	1347483	3	2867	519133	527736
FULL_CFFIHE_03684	GCF_939576165.1	Burkholderia mallei	1_large	False	0	0											
FULL_CFFIHE_03684	GCF_964026365.1	Caballeronia sp. S22	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_964261745.1	Caballeronia sp. S22	4+_large	False	0	0											
FULL_CFFIHE_03684	GCF_964264985.1	Burkholderia mycopellens	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_964264995.1	Burkholderia crassaminum	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_964265005.1	Burkholderia crassaminum	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_964265015.1	Burkholderia crassaminum	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_964265025.1	Burkholderia mycopellens	3_large	True	1	0	4	30.0	7.0	62.4	6.88e-07	NZ_OZ183803.1	3486477	2	1982	20027	25975
FULL_CFFIHE_03684	GCF_965118185.1	Paraburkholderia kururiensis	2_large	False	1	0	4	27.0	15.0	95.1	7.88e-17	NZ_OZ221290.1	4117855	1	2039	457118	463237
FULL_CFFIHE_03684	GCF_965199385.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241166.1	3960616	1	2031	848445	854540
FULL_CFFIHE_03684	GCF_965199395.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241168.1	3978699	1	2031	2903323	2909418
FULL_CFFIHE_03684	GCF_965199405.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241171.1	3963159	1	2031	2906179	2912274
FULL_CFFIHE_03684	GCF_965199425.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241174.1	3960129	1	2031	3112518	3118613
FULL_CFFIHE_03684	GCF_965199435.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241176.1	3960448	1	2031	3112878	3118973
FULL_CFFIHE_03684	GCF_965199445.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241178.1	3960138	1	2031	2903311	2909406
FULL_CFFIHE_03684	GCF_965199455.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241180.1	3960447	1	2031	226138	232233
FULL_CFFIHE_03684	GCF_965199515.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241213.1	3961601	1	2031	2904887	2910982
FULL_CFFIHE_03684	GCF_965199545.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241211.1	3963009	1	2031	848874	854969
FULL_CFFIHE_03684	GCF_965199625.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ241209.1	3962433	1	2031	2642374	2648469
FULL_CFFIHE_03684	GCF_965199835.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_965199925.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	10.0	60.8	1.36e-06	NZ_OZ241391.1	4178342	1	755	1368194	1370461
FULL_CFFIHE_03684	GCF_965201125.1	Burkholderia pseudomallei	2_large	False	1	0	4	31.8	9.0	69.3	5.43e-09	NZ_OZ241753.1	4199711	1	1780	1299725	1305067
FULL_CFFIHE_03684	GCF_965202565.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_965211575.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ242940.1	3960027	1	2031	2903952	2910047
FULL_CFFIHE_03684	GCF_965211595.1	Burkholderia pseudomallei	2_large	False	1	0	4	24.7	25.0	58.5	9.90e-06	NZ_OZ242944.1	3961589	1	2031	848978	855073
FULL_CFFIHE_03684	GCF_980295165.1	Burkholderia pseudomallei	2_large	False	1	0	4	25.1	25.0	59.3	5.50e-06	NZ_OZ412831.1	3999849	1	2031	3246240	3252335
FULL_CFFIHE_03684	GCF_980300355.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_980300905.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_980300945.1	Burkholderia pseudomallei	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_980300965.1	Burkholderia pseudomallei	2_large	False	1	0	4	28.5	9.0	66.2	3.47e-08	NZ_OZ412845.1	4155369	1	736	2855429	2857639
FULL_CFFIHE_03684	GCF_984667665.1	Burkholderia arboris	3_large	True	2	0	4	36.2	5.0	80.5	2.11e-12	NZ_OZ480170.1	3532587	2	1989	3503503	3509472
FULL_CFFIHE_03684	GCF_984667675.1	Burkholderia arboris	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_984667725.1	Burkholderia arboris	3_large	True	1	0	4	36.0	5.0	72.4	5.26e-10	NZ_OZ480175.1	3479138	2	2058	231843	238019
FULL_CFFIHE_03684	GCF_984667835.1	Burkholderia arboris	3_large	True	1	0	4	25.0	17.0	79.3	4.96e-12	NZ_OZ480197.1	152473	5	1958	129148	135024
FULL_CFFIHE_03684	GCF_984667895.1	Burkholderia arboris	4+_large	True	0	0											
FULL_CFFIHE_03684	GCF_984667945.1	Burkholderia arboris	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_984667955.1	Burkholderia arboris	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_984667975.1	Burkholderia sp. LMG 33096	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_984668005.1	Burkholderia arboris	3_large	True	1	0	4	33.3	4.0	60.8	2.00e-06	NZ_OZ480190.1	3790333	1	1995	3346438	3352425
FULL_CFFIHE_03684	GCF_984668195.1	Burkholderia sp. LMG 33096	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_984668265.1	Burkholderia arboris	3_large	True	1	0	4	36.2	5.0	80.5	2.15e-12	NZ_OZ480209.1	3401831	2	1989	3372747	3378716
FULL_CFFIHE_03684	GCF_984668355.1	Burkholderia sp. LMG 33096	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_984668395.1	Burkholderia arboris	3_large	True	1	0	4	36.0	5.0	72.4	5.26e-10	NZ_OZ480206.1	3479142	2	2058	231843	238019
FULL_CFFIHE_03684	GCF_984668525.1	Burkholderia sp. LMG 34232	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_984669265.1	Burkholderia sp. LMG 34232	3_large	True	0	0											
FULL_CFFIHE_03684	GCF_984669325.1	Burkholderia sp. LMG 33096	2_large	False	0	0											
FULL_CFFIHE_03684	GCF_984669335.1	Burkholderia arboris	3_large	True	1	0	4	29.6	8.0	76.6	2.77e-11	NZ_OZ480223.1	3724193	1	1377	19222	23355
