accession	contig	size_rank	length	cds	ribosomal_proteins	core_markers	n_core_markers	replicon_type
GCF_055391905.1	NZ_AP043692.1	1	3798262	3394	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_055391905.1	NZ_AP043693.1	2	2645723	2359	1		0	secondary_large
GCF_055391905.1	NZ_AP043694.1	3	1297584	1169	0		0	secondary_large
GCF_055397325.1	NZ_AP028200.1	1	3654066	3239	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_055397325.1	NZ_AP028201.1	2	2945934	2617	1		0	secondary_large
GCF_055397325.1	NZ_AP028202.1	3	2302010	2072	0		0	secondary_large
GCF_055397325.1	NZ_AP028203.1	4	381118	364	0		0	secondary_large
GCF_055397665.1	NZ_AP029029.1	1	3557849	3132	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_055397665.1	NZ_AP029030.1	2	2221172	1818	1		0	secondary_large
GCF_055397955.1	NZ_AP029056.1	1	4287547	3742	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_055397955.1	NZ_AP029057.1	2	3924332	3145	2		0	secondary_large
GCF_055397955.1	NZ_AP029058.1	3	238281	206	0	ftsZ	1	small_plasmid
GCF_055810255.1	NZ_CM147944.1	1	3725482	3209	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_055810255.1	NZ_CM147945.1	2	2818906	2244	1		0	secondary_large
GCF_056270685.1	NZ_CM149885.1	1	3967861	3564	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056591095.1	NZ_CM152658.1	1	4047245	3559	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056591095.1	NZ_CM152657.1	2	3252267	2918	1		0	secondary_large
GCF_056640905.1	NZ_CM153254.1	1	3550458	3161	48	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056640905.1	NZ_CM153255.1	2	3328575	2968	2		0	secondary_large
GCF_056640905.1	NZ_JBWVTH010000003.1	3	954527	933	4		0	secondary_large
GCF_056640905.1	NZ_JBWVTH010000004.1	4	927285	820	0		0	secondary_large
GCF_056640905.1	NZ_JBWVTH010000005.1	5	31687	39	0		0	small_plasmid
GCF_056783395.1	NZ_CM165588.1	1	3680772	3302	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056783395.1	NZ_CM165589.1	2	3428300	3000	2		0	secondary_large
GCF_056783395.1	NZ_JBXAZP010000003.1	3	1238097	1048	0		0	secondary_large
GCF_056847505.1	NZ_CP184774.1	1	2749645	2461	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056847505.1	NZ_CP184775.1	2	788413	599	0		0	secondary_large
GCF_056847505.1	NZ_CP184776.1	3	104409	108	0		0	small_plasmid
GCF_056867595.1	NZ_CP184279.1	1	2755165	2461	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056867595.1	NZ_CP184277.1	2	822270	631	0		0	secondary_large
GCF_056867595.1	NZ_CP184278.1	3	172515	169	0		0	small_plasmid
GCF_056868365.1	NZ_CP184771.1	1	2710334	2454	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056868365.1	NZ_CP184772.1	2	802776	627	0		0	secondary_large
GCF_056868365.1	NZ_CP184773.1	3	155206	157	0		0	small_plasmid
GCF_056868375.1	NZ_CP184791.1	1	2530141	2364	54	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056868375.1	NZ_CP184792.1	2	924298	791	0		0	secondary_large
GCF_056880615.1	NZ_CP178341.1	1	2619673	2371	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_056880615.1	NZ_CP178342.1	2	809524	646	0		0	secondary_large
GCF_057005415.2	NZ_CM174446.1	1	3768457	3413	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_057005415.2	NZ_CM174447.1	2	3685627	3236	1		0	secondary_large
GCF_057005415.2	NZ_CM189268.1	3	1297318	1122	1		0	secondary_large
GCF_057369595.1	NZ_CM170668.1	1	3577940	3258	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_057369595.1	NZ_CM170669.1	2	3419015	3029	1		0	secondary_large
GCF_057369595.1	NZ_CM170670.1	3	1253950	1027	0		0	secondary_large
GCF_057369595.1	NZ_JBXXZJ010000004.1	4	97736	95	0		0	small_plasmid
GCF_057439935.1	NZ_CM172006.1	1	3577940	3258	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_057439935.1	NZ_CM172007.1	2	3419015	3029	1		0	secondary_large
GCF_057439935.1	NZ_CM172008.1	3	1253950	1027	0		0	secondary_large
GCF_057439935.1	NZ_JBYATD010000004.1	4	97736	95	0		0	small_plasmid
GCF_057587595.1	NZ_CM172484.1	1	3967760	3558	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_057587595.1	NZ_CM172485.1	2	2724614	2411	1		0	secondary_large
GCF_057612605.2	NZ_CM172587.1	1	3455682	3172	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_057612605.2	NZ_CM173618.1	2	1590018	1439	0		0	secondary_large
GCF_057612605.2	NZ_CM172588.1	3	1587408	1467	0		0	secondary_large
GCF_057612605.2	NZ_JBVFIR010000004.1	4	698130	642	0		0	secondary_large
GCF_057612605.2	NZ_JBVFIR010000005.1	5	315739	283	0		0	secondary_large
GCF_057612605.2	NZ_JBVFIR010000006.1	6	158757	145	0		0	small_plasmid
GCF_057748135.1	NZ_CM173238.1	1	3876019	3430	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_057748135.1	NZ_CM173239.1	2	2724614	2411	1		0	secondary_large
GCF_058448765.1	NZ_CP186748.1	1	4208177	3702	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_058448765.1	NZ_CP186749.1	2	3851263	3207	2		0	secondary_large
GCF_058448765.1	NZ_CP186750.1	3	253778	215	0		0	small_plasmid
GCF_058448765.1	NZ_CP186751.1	4	163990	156	0		0	small_plasmid
GCF_058448765.1	NZ_CP186754.1	5	123076	120	0		0	small_plasmid
GCF_058448765.1	NZ_CP186753.1	6	8769	8	0		0	small_plasmid
GCF_058448765.1	NZ_CP186752.1	7	6780	5	0		0	small_plasmid
GCF_058448765.1	NZ_CP186755.1	8	3558	0	0		0	small_plasmid
GCF_059089405.1	NZ_CM180997.1	1	3634232	3269	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_059089405.1	NZ_CM180998.1	2	3373875	3020	2		0	secondary_large
GCF_059089405.1	NZ_CM180999.1	3	1046852	879	0		0	secondary_large
GCF_059622985.1	NZ_CM184411.1	1	4794767	4184	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_059622985.1	NZ_CM184412.1	2	4087676	3687	1		0	secondary_large
GCF_902141795.1	NZ_LR595896.1	1	3987008	3397	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_902141795.1	NZ_LR595897.1	2	3115305	2407	1		0	secondary_large
GCF_902141815.1	NZ_LR595898.1	1	4066496	3538	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_902141815.1	NZ_LR595899.1	2	3112891	2430	1		0	secondary_large
GCF_902141835.1	NZ_LR595894.1	1	4013273	3429	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_902141835.1	NZ_LR595895.1	2	3173851	2493	1		0	secondary_large
GCF_902459535.1	NZ_LR699553.1	1	4479997	4008	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_902459535.1	NZ_LR699554.1	2	3505044	3087	1		0	secondary_large
GCF_902459535.1	NZ_LR699555.1	3	204567	211	0		0	small_plasmid
GCF_902459535.1	NZ_LR699556.1	4	93611	75	0		0	small_plasmid
GCF_902459535.1	NZ_LR699557.1	5	64284	78	0		0	small_plasmid
GCF_904865725.1	NZ_LR890523.1	1	3799937	3456	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_904865725.1	NZ_LR890524.1	2	3006131	2623	1		0	secondary_large
GCF_904865725.1	NZ_LR890525.1	3	1023737	895	0		0	secondary_large
GCF_904865725.1	NZ_LR890526.1	4	114206	125	0		0	small_plasmid
GCF_905400185.1	NZ_FR989675.1	1	3575181	3214	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_905400185.1	NZ_FR989676.1	2	3050481	2673	1		0	secondary_large
GCF_905400185.1	NZ_FR989677.1	3	1347483	1173	1		0	secondary_large
GCF_905400185.1	NZ_FR989678.1	4	140347	143	0		0	small_plasmid
GCF_939576165.1	NZ_OW622535.1	1	5647473	4832	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1_fused
GCF_964026365.1	NZ_OZ032133.1	1	3233214	2952	55	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_964026365.1	NZ_OZ032134.1	2	1822652	1720	0		0	secondary_large
GCF_964026365.1	NZ_OZ032135.1	3	1447788	1235	0		0	secondary_large
GCF_964026365.1	NZ_OZ032136.1	4	1169233	1073	0		0	secondary_large
GCF_964026365.1	NZ_OZ032137.1	5	892580	849	0		0	secondary_large
GCF_964026365.1	NZ_OZ032138.1	6	630138	585	0		0	secondary_large
GCF_964026365.1	NZ_OZ032139.1	7	171990	171	0		0	small_plasmid
GCF_964261745.1	NZ_OZ180035.1	1	3233214	2951	55	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_964261745.1	NZ_OZ180036.1	2	1822652	1720	0		0	secondary_large
GCF_964261745.1	NZ_OZ180039.1	3	1447788	1235	0		0	secondary_large
GCF_964261745.1	NZ_OZ180038.1	4	1169233	1073	0		0	secondary_large
GCF_964261745.1	NZ_OZ180040.1	5	892580	848	0		0	secondary_large
GCF_964261745.1	NZ_OZ180037.1	6	630138	585	0		0	secondary_large
GCF_964261745.1	NZ_OZ180041.1	7	171990	170	0		0	small_plasmid
GCF_964264985.1	NZ_OZ183792.1	1	3585571	3264	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_964264985.1	NZ_OZ183793.1	2	3046645	2713	1		0	secondary_large
GCF_964264985.1	NZ_OZ183794.1	3	999322	870	0		0	secondary_large
GCF_964264985.1	NZ_OZ183795.1	4	168104	180	0		0	small_plasmid
GCF_964264995.1	NZ_OZ183797.1	1	3689806	3325	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_964264995.1	NZ_OZ183796.1	2	3601574	3180	1		0	secondary_large
GCF_964264995.1	NZ_OZ183798.1	3	1103841	919	0		0	secondary_large
GCF_964265005.1	NZ_OZ183799.1	1	3689843	3324	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_964265005.1	NZ_OZ183800.1	2	3601505	3179	1		0	secondary_large
GCF_964265005.1	NZ_OZ183801.1	3	1103825	918	0		0	secondary_large
GCF_964265015.1	NZ_OZ183805.1	1	3945256	3636	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_964265015.1	NZ_OZ183806.1	2	3495121	3144	1		0	secondary_large
GCF_964265015.1	NZ_OZ183807.1	3	1200466	1028	0		0	secondary_large
GCF_964265015.1	NZ_OZ183809.1	4	197214	193	0		0	small_plasmid
GCF_964265015.1	NZ_OZ183808.1	5	170182	167	0		0	small_plasmid
GCF_964265025.1	NZ_OZ183802.1	1	3917836	3548	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_964265025.1	NZ_OZ183803.1	2	3486477	3079	1		0	secondary_large
GCF_964265025.1	NZ_OZ183804.1	3	1136949	985	0		0	secondary_large
GCF_965118185.1	NZ_OZ221290.1	1	4117855	3590	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965118185.1	NZ_OZ221291.1	2	3440003	3007	2		0	secondary_large
GCF_965118185.1	NZ_OZ221292.1	3	188005	172	0		0	small_plasmid
GCF_965199385.1	NZ_OZ241166.1	1	3960616	3387	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199385.1	NZ_OZ241167.1	2	3249516	2543	1		0	secondary_large
GCF_965199395.1	NZ_OZ241168.1	1	3978699	3406	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199395.1	NZ_OZ241169.1	2	3246938	2536	1		0	secondary_large
GCF_965199405.1	NZ_OZ241171.1	1	3963159	3395	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199405.1	NZ_OZ241170.1	2	3246053	2550	1		0	secondary_large
GCF_965199425.1	NZ_OZ241174.1	1	3960129	3388	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199425.1	NZ_OZ241175.1	2	3246872	2539	1		0	secondary_large
GCF_965199435.1	NZ_OZ241176.1	1	3960448	3383	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199435.1	NZ_OZ241177.1	2	3248534	2546	1		0	secondary_large
GCF_965199445.1	NZ_OZ241178.1	1	3960138	3388	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199445.1	NZ_OZ241179.1	2	3247000	2540	1		0	secondary_large
GCF_965199455.1	NZ_OZ241180.1	1	3960447	3388	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199455.1	NZ_OZ241181.1	2	3248530	2546	1		0	secondary_large
GCF_965199515.1	NZ_OZ241213.1	1	3961601	3390	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199515.1	NZ_OZ241214.1	2	3246993	2547	1		0	secondary_large
GCF_965199545.1	NZ_OZ241211.1	1	3963009	3389	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199545.1	NZ_OZ241212.1	2	3221484	2534	1		0	secondary_large
GCF_965199625.1	NZ_OZ241209.1	1	3962433	3382	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199625.1	NZ_OZ241210.1	2	3246650	2535	1		0	secondary_large
GCF_965199835.1	NZ_OZ241393.1	1	4100445	3511	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199835.1	NZ_OZ241394.1	2	3309517	2623	1		0	secondary_large
GCF_965199925.1	NZ_OZ241391.1	1	4178342	3568	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965199925.1	NZ_OZ241392.1	2	3148392	2425	1		0	secondary_large
GCF_965201125.1	NZ_OZ241753.1	1	4199711	3601	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965201125.1	NZ_OZ241754.1	2	3256226	2546	1		0	secondary_large
GCF_965202565.1	NZ_OZ241825.1	1	4100101	3496	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965202565.1	NZ_OZ241824.1	2	3255975	2546	1		0	secondary_large
GCF_965211575.1	NZ_OZ242940.1	1	3960027	3389	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965211575.1	NZ_OZ242941.1	2	3248827	2540	1		0	secondary_large
GCF_965211595.1	NZ_OZ242944.1	1	3961589	3390	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_965211595.1	NZ_OZ242945.1	2	3222411	2540	1		0	secondary_large
GCF_980295165.1	NZ_OZ412831.1	1	3999849	3425	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_980295165.1	NZ_OZ412830.1	2	3179731	2499	1		0	secondary_large
GCF_980300355.1	NZ_OZ412839.1	1	3996870	3404	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_980300355.1	NZ_OZ412840.1	2	3115442	2391	1		0	secondary_large
GCF_980300905.1	NZ_OZ412842.1	1	4051212	3448	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_980300905.1	NZ_OZ412841.1	2	3200896	2466	1		0	secondary_large
GCF_980300945.1	NZ_OZ412844.1	1	4052460	3453	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_980300945.1	NZ_OZ412843.1	2	3200795	2467	1		0	secondary_large
GCF_980300965.1	NZ_OZ412845.1	1	4155369	3560	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_980300965.1	NZ_OZ412846.1	2	3218131	2502	1		0	secondary_large
GCF_984667665.1	NZ_OZ480169.1	1	3630971	3294	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667665.1	NZ_OZ480170.1	2	3532587	3140	1		0	secondary_large
GCF_984667665.1	NZ_OZ480171.1	3	1190410	972	0		0	secondary_large
GCF_984667665.1	NZ_OZ480172.1	4	40662	51	0		0	small_plasmid
GCF_984667665.1	NZ_OZ480173.1	5	13701	20	0		0	small_plasmid
GCF_984667675.1	NZ_OZ480166.1	1	3681322	3350	47	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667675.1	NZ_OZ480167.1	2	3316512	2955	2		0	secondary_large
GCF_984667675.1	NZ_OZ480168.1	3	1031981	910	5		0	secondary_large
GCF_984667725.1	NZ_OZ480174.1	1	3700756	3357	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667725.1	NZ_OZ480175.1	2	3479138	3078	1		0	secondary_large
GCF_984667725.1	NZ_OZ480176.1	3	1368847	1086	0		0	secondary_large
GCF_984667835.1	NZ_OZ480193.1	1	3656760	3316	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667835.1	NZ_OZ480194.1	2	3382556	3003	2		0	secondary_large
GCF_984667835.1	NZ_OZ480195.1	3	1282155	1077	0		0	secondary_large
GCF_984667835.1	NZ_OZ480196.1	4	170705	177	0		0	small_plasmid
GCF_984667835.1	NZ_OZ480197.1	5	152473	160	0		0	small_plasmid
GCF_984667895.1	NZ_OZ480182.1	1	3701063	3391	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667895.1	NZ_OZ480183.1	2	3349714	2999	2		0	secondary_large
GCF_984667895.1	NZ_OZ480184.1	3	1224010	1008	0		0	secondary_large
GCF_984667895.1	NZ_OZ480185.1	4	355475	365	0		0	secondary_large
GCF_984667945.1	NZ_OZ480177.1	1	3676711	3347	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667945.1	NZ_OZ480178.1	2	3415142	3043	2		0	secondary_large
GCF_984667945.1	NZ_OZ480179.1	3	1232707	1017	0		0	secondary_large
GCF_984667945.1	NZ_OZ480180.1	4	82948	101	0		0	small_plasmid
GCF_984667945.1	NZ_OZ480181.1	5	70795	84	0		0	small_plasmid
GCF_984667955.1	NZ_OZ480214.1	1	3614124	3284	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667955.1	NZ_OZ480215.1	2	3423854	3051	1		0	secondary_large
GCF_984667955.1	NZ_OZ480216.1	3	24407	29	0		0	small_plasmid
GCF_984667975.1	NZ_OZ480186.1	1	3609742	3244	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984667975.1	NZ_OZ480187.1	2	3370433	2982	1		0	secondary_large
GCF_984667975.1	NZ_OZ480188.1	3	1271489	1028	0		0	secondary_large
GCF_984667975.1	NZ_OZ480189.1	4	70795	84	0		0	small_plasmid
GCF_984668005.1	NZ_OZ480190.1	1	3790333	3483	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984668005.1	NZ_OZ480191.1	2	3521856	3115	2		0	secondary_large
GCF_984668005.1	NZ_OZ480192.1	3	1175751	1002	0		0	secondary_large
GCF_984668195.1	NZ_OZ480201.1	1	3724312	3430	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984668195.1	NZ_OZ480202.1	2	3390539	2993	1		0	secondary_large
GCF_984668195.1	NZ_OZ480203.1	3	1241080	979	0		0	secondary_large
GCF_984668195.1	NZ_OZ480204.1	4	51331	57	0		0	small_plasmid
GCF_984668265.1	NZ_OZ480208.1	1	3550230	3229	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984668265.1	NZ_OZ480209.1	2	3401831	3038	1		0	secondary_large
GCF_984668265.1	NZ_OZ480210.1	3	1270289	1029	0		0	secondary_large
GCF_984668355.1	NZ_OZ480198.1	1	3772722	3440	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984668355.1	NZ_OZ480199.1	2	3342179	2958	1		0	secondary_large
GCF_984668355.1	NZ_OZ480200.1	3	1145148	912	0		0	secondary_large
GCF_984668395.1	NZ_OZ480205.1	1	3700732	3358	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984668395.1	NZ_OZ480206.1	2	3479142	3077	1		0	secondary_large
GCF_984668395.1	NZ_OZ480207.1	3	1373398	1084	0		0	secondary_large
GCF_984668525.1	NZ_OZ480211.1	1	3512147	3151	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984668525.1	NZ_OZ480212.1	2	3197900	2810	2		0	secondary_large
GCF_984668525.1	NZ_OZ480213.1	3	1253739	1031	0		0	secondary_large
GCF_984669265.1	NZ_OZ480217.1	1	3668084	3359	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669265.1	NZ_OZ480218.1	2	3091526	2745	1		0	secondary_large
GCF_984669265.1	NZ_OZ480219.1	3	967293	835	0		0	secondary_large
GCF_984669325.1	NZ_OZ480220.1	1	3609742	3243	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669325.1	NZ_OZ480221.1	2	3370433	2981	1		0	secondary_large
GCF_984669325.1	NZ_OZ480222.1	3	70795	84	0		0	small_plasmid
GCF_984669335.1	NZ_OZ480223.1	1	3724193	3382	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669335.1	NZ_OZ480224.1	2	3515367	3100	2		0	secondary_large
GCF_984669335.1	NZ_OZ480225.1	3	1274376	1086	0		0	secondary_large
GCF_984669415.1	NZ_OZ480226.1	1	3676711	3347	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669415.1	NZ_OZ480227.1	2	3415142	3043	2		0	secondary_large
GCF_984669415.1	NZ_OZ480228.1	3	1232707	1017	0		0	secondary_large
GCF_984669415.1	NZ_OZ480229.1	4	82948	101	0		0	small_plasmid
GCF_984669415.1	NZ_OZ480230.1	5	70795	84	0		0	small_plasmid
GCF_984669565.1	NZ_OZ480231.1	1	3629775	3311	53	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669565.1	NZ_OZ480232.1	2	3426442	3031	1		0	secondary_large
GCF_984669565.1	NZ_OZ480233.1	3	1280661	1050	0		0	secondary_large
GCF_984669565.1	NZ_OZ480234.1	4	154901	163	0		0	small_plasmid
GCF_984669585.1	NZ_OZ480235.1	1	3624047	3285	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669585.1	NZ_OZ480236.1	2	3411081	3026	1		0	secondary_large
GCF_984669585.1	NZ_OZ480237.1	3	967604	834	0		0	secondary_large
GCF_984669685.1	NZ_OZ480238.1	1	3701045	3392	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669685.1	NZ_OZ480239.1	2	3349698	2996	2		0	secondary_large
GCF_984669685.1	NZ_OZ480240.1	3	1224034	1008	0		0	secondary_large
GCF_984669685.1	NZ_OZ480241.1	4	355475	364	0		0	secondary_large
GCF_984669705.1	NZ_OZ480242.1	1	3602122	3256	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984669705.1	NZ_OZ480243.1	2	3219997	2861	2		0	secondary_large
GCF_984669705.1	NZ_OZ480244.1	3	1336675	1150	0		0	secondary_large
GCF_984671675.1	NZ_OZ480245.1	1	3712491	3376	51	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984671675.1	NZ_OZ480246.1	2	3354725	2976	1		0	secondary_large
GCF_984671695.1	NZ_OZ480247.1	1	3729666	3383	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
GCF_984671695.1	NZ_OZ480248.1	2	3557304	3195	2		0	secondary_large
GCF_984671695.1	NZ_OZ480249.1	3	124723	160	0		0	small_plasmid
MF6	cluster_001_consensus	1	3592343	3250	52	dnaA;dnaN;ftsZ;gyrB;recA;rpoB;rpoC	7	chromosome1
MF6	cluster_002_consensus	2	2983592	2604	1		0	secondary_large
MF6	cluster_003_consensus	3	1179882	1012	1		0	secondary_large
MF6	cluster_034_consensus	4	33003	33	0		0	small_plasmid
MF6	cluster_048_consensus	5	9111	0	0		0	small_plasmid
MF7	BMF7_NODE_1_len_2762977_cov_36_2218_ID_5625874.37	1	2762977	2378	1		0	secondary_large
MF7	BMF7_NODE_2_len_976237_cov_36_3824_ID_6095666.46	2	976231	900	7	ftsZ	1	secondary_large
MF7	BMF7_NODE_3_len_857810_cov_35_9645_ID_6095484.64	3	857810	759	1		0	secondary_large
MF7	BMF7_NODE_4_len_774369_cov_34_0982_ID_6095556.31	4	774369	690	7		0	secondary_large
MF7	BMF7_NODE_5_len_513992_cov_36_785_ID_6095322.47	5	513992	467	2	recA	1	secondary_large
MF7	BMF7_NODE_6_len_477527_cov_38_0064_ID_6093972.51	6	477523	408	0		0	secondary_large
MF7	BMF7_NODE_7_len_344507_cov_35_7877_ID_6095496.52	7	344507	320	2	gyrB	1	secondary_large
MF7	BMF7_NODE_8_len_318422_cov_40_1587_ID_6095374.3	8	318422	252	0		0	secondary_large
MF7	BMF7_NODE_9_len_277037_cov_39_4247_ID_6095488.35	9	277037	243	1		0	small_plasmid
MF7	BMF7_NODE_10_len_263972_cov_38_3003_ID_6095452.18	10	263971	242	1	dnaA;dnaN;gyrB	3	small_plasmid
MF7	BMF7_NODE_11_len_222092_cov_40_8434_ID_6095494.50	11	222092	204	0		0	small_plasmid
