orthogroup	n_genomes	frac_on_c3
GCA_024298805.1|CP101280.1|CFKEBF_05351	19	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_05369	13	0.5385
GCA_024298805.1|CP101280.1|CFKEBF_05377	15	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_05384	44	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_06734	36	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_06754	49	0.0000
GCA_029762415.1|CP121774.1|AEAFNO_04543	55	0.8727
GCA_029762415.1|CP121774.1|AEAFNO_04599	18	0.7778
GCA_029762415.1|CP121774.1|AEAFNO_06195	12	0.0833
GCA_040954445.1|CP144362.1|HHKDID_03453	12	0.0000
GCA_048918525.1|CP183179.1|FJOOHI_06923	102	0.0000
GCA_048918525.1|CP183179.1|FJOOHI_06929	124	0.0161
GCA_056494915.1|CP195753.1|IECGNH_05470	19	0.1053
GCA_056494915.1|CP195753.1|IECGNH_05518	12	0.3333
GCA_965217235.1|OZ244257.1|FGPPHH_03604	119	0.0168
GCF_000009485.1|NC_011001.1|AHBBHP_04996	34	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_05011	16	0.0625
GCF_000010545.1|NC_010805.1|FAEGPK_04426	45	0.0308
GCF_000010545.1|NC_010805.1|FAEGPK_04434	115	0.0087
GCF_000010545.1|NC_010805.1|FAEGPK_04493	16	0.0000
GCF_000010545.1|NC_010805.1|FAEGPK_04508	30	0.0333
GCF_000012945.1|NC_007511.1|MPPJPN_05809	10	0.0000
GCF_000012945.1|NC_007511.1|MPPJPN_05842	56	0.0000
GCF_000019925.1|NC_010552.1|JOOHOL_04697	10	0.1000
GCF_000019925.1|NC_010552.1|JOOHOL_04702	15	0.1875
GCF_000019925.1|NC_010552.1|JOOHOL_04706	11	0.0909
GCF_000019925.1|NC_010552.1|JOOHOL_04717	14	0.3571
GCF_000019925.1|NC_010552.1|JOOHOL_04723	10	0.1000
GCF_000022645.2|NC_012721.2|EJIAMJ_03779	119	0.0084
GCF_000092885.1|NC_014119.1|MOLOCH_06669	131	0.0275
GCF_000203955.1|NC_008543.1|ENHPAH_03754	28	0.0000
GCF_000236065.1|NC_016625.1|GIDLLD_03585	28	0.0000
GCF_000292915.1|NC_018514.1|GOEANH_05646	27	0.0000
GCF_000300095.1|NC_018672.1|JAMHFP_06068	17	0.8824
GCF_000300095.1|NC_018672.1|JAMHFP_06109	17	0.1176
GCF_000300095.1|NC_018672.1|JAMHFP_06118	43	0.4545
GCF_000402035.1|NC_021289.1|LBIDFB_05101	110	0.0091
GCF_000522545.2|NZ_CP012747.1|NHEICP_05702	69	0.0000
GCF_000522545.2|NZ_CP012747.1|NHEICP_05764	15	0.1429
GCF_000567905.1|NZ_CP004090.1|GCDEEK_05651	71	0.0282
GCF_000567905.1|NZ_CP004090.1|GCDEEK_05653	72	0.0417
GCF_000701165.1|NZ_CP013731.1|CJJPHA_06072	37	0.0541
GCF_000755725.1|NZ_CP007782.1|GKENPO_06468	10	0.9000
GCF_000755805.1|NZ_CP007786.1|NIOHNM_05999	13	0.0000
GCF_000835205.1|NZ_CP002581.1|GBACEL_04920	78	0.0000
GCF_000959245.1|NZ_CP009487.1|LAONHI_06203	69	0.1250
GCF_000959245.1|NZ_CP009487.1|LAONHI_06210	11	0.8182
GCF_000959505.1|NZ_CP009793.1|IOBNJL_04627	117	0.0085
GCF_001028665.1|NZ_CP011505.1|HBNMDA_06443	10	1.0000
GCF_001029145.1|NZ_CP009745.1|MMBDNG_07213	14	1.0000
GCF_001029145.1|NZ_CP009745.1|MMBDNG_07229	10	0.9000
GCF_001293045.1|NZ_CP012193.1|JIJEFB_05401	11	0.0000
GCF_001293045.1|NZ_CP012193.1|JIJEFB_05405	15	0.1111
GCF_001411495.1|NZ_CP012982.1|ENAEHK_04134	13	0.0000
GCF_001449005.1|NZ_CP013103.1|FJLEBH_04878	12	0.0833
GCF_001577465.1|NZ_CP014506.1|FDOHPH_03764	17	0.0588
GCF_001577465.1|NZ_CP014506.1|FDOHPH_03766	128	0.0078
GCF_001718355.1|NZ_CP013371.1|EMLACB_04219	14	0.0714
GCF_001718395.1|NZ_CP013376.1|IEEHJL_04100	20	0.0000
GCF_001718515.1|NZ_CP013396.1|NODKMO_03482	63	0.1739
GCF_001718555.1|NZ_CP013402.1|COAJPG_06046	84	0.9167
GCF_001718695.1|NZ_CP013422.1|HKCAJL_03737	41	0.4091
GCF_024381035.2|NZ_CP101526.1|LPBDPL_07244	76	0.8158
GCF_028473685.1|NZ_CP099395.1|GEMCOG_06326	16	0.0625
GCF_028473685.1|NZ_CP099395.1|GEMCOG_06331	16	1.0000
GCF_028473685.1|NZ_CP099395.1|GEMCOG_06356	26	0.0000
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05595	16	0.0625
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05601	16	0.0625
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05607	15	0.0667
GCF_028657905.1|NZ_CP117781.1|FBKEMI_05643	116	0.0085
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04820	28	0.0357
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04821	27	0.0000
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04828	66	0.2174
GCF_029590335.1|NZ_CP120948.1|NOBDAN_05020	127	0.0312
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04384	112	0.9204
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04444	46	0.9565
GCF_034047095.1|NZ_CP139166.1|FHPKOL_03393	57	1.0000
GCF_034047095.1|NZ_CP139166.1|FHPKOL_03403	97	0.8454
GCF_037055255.1|NZ_CP146377.1|EHEHHB_04244	79	0.0000
GCF_037101275.1|NZ_AP029052.1|JDNFDP_02540	99	0.0101
GCF_038050405.1|NZ_CP150901.1|PAEKDM_07520	94	0.0000
GCF_038050405.1|NZ_CP150901.1|PAEKDM_07541	11	0.1538
GCF_038050405.1|NZ_CP150901.1|PAEKDM_07548	75	0.8800
GCF_038050405.1|NZ_CP150901.1|PAEKDM_07562	15	0.3333
GCF_039621805.1|NZ_CP155074.1|MGLNLP_04578	13	0.1538
GCF_039621805.1|NZ_CP155074.1|MGLNLP_04586	33	0.2059
GCF_039852015.1|NZ_CP156627.1|LINCGO_03605	109	0.9908
GCF_039852015.1|NZ_CP156627.1|LINCGO_03641	36	0.0556
GCF_039852015.1|NZ_CP156627.1|LINCGO_03643	35	0.0278
GCF_039852015.1|NZ_CP156627.1|LINCGO_03647	15	0.0667
GCF_039852015.1|NZ_CP156627.1|LINCGO_03673	18	0.7778
GCF_040314805.1|NZ_CP131478.1|NFANPD_04046	58	0.0678
GCF_040314805.1|NZ_CP131478.1|NFANPD_04126	133	0.0150
GCF_040314805.1|NZ_CP131478.1|NFANPD_04134	125	0.0635
GCF_040761425.1|NZ_CP142885.1|ANFEBE_03745	18	0.5789
GCF_045925845.1|NZ_CP174523.1|HCEPFN_06774	48	0.9796
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_02798	12	0.0000
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_02805	10	0.0000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_02457	13	0.7333
GCF_047497165.1|NZ_CP163164.1|CDDFIM_02486	118	0.0085
GCF_048565265.1|NZ_CP183462.1|OJJDKA_04997	60	0.0000
GCF_048627025.1|NZ_CP184470.1|CHIKBB_04164	28	0.8571
GCF_048627025.1|NZ_CP184470.1|CHIKBB_04205	18	0.6667
GCF_050500075.1|NZ_CP191363.1|EGBKKP_04734	129	0.0379
GCF_050813845.1|NZ_CP172422.1|GJOCLC_03831	68	0.0000
GCF_050813845.1|NZ_CP172423.1|GJOCLC_06833	112	1.0000
GCF_050955445.1|NZ_CP162618.1|IPPOBH_05403	21	0.3500
GCF_051027425.1|NZ_CP186553.1|GJHIIG_05028	10	0.6000
GCF_051027425.1|NZ_CP186553.1|GJHIIG_05036	14	0.2500
GCF_051027425.1|NZ_CP186553.1|GJHIIG_05042	10	0.2000
GCF_051124805.1|NZ_CP123188.1|ICMIHH_03274	130	0.0076
GCF_051124805.1|NZ_CP123188.1|ICMIHH_03357	119	0.0091
GCF_051125205.1|NZ_CP120429.1|MNMCMK_03791	13	0.0000
GCF_051615025.1|NZ_CP195132.1|DINHEO_02047	124	0.0335
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_04307	118	0.1098
GCF_028657905.1|NZ_CP117781.1|FBKEMI_04100	119	0.0167
GCF_028657905.1|NZ_CP117781.1|FBKEMI_04124	114	0.0088
GCF_028657905.1|NZ_CP117781.1|FBKEMI_04141	58	0.0172
GCF_028657905.1|NZ_CP117781.1|FBKEMI_04147	59	0.0169
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04970	44	0.8667
GCF_029536165.1|NZ_CP120509.1|IJJJNO_04980	40	0.0000
GCF_029536165.1|NZ_CP120509.1|IJJJNO_05038	122	0.0163
GCF_029536165.1|NZ_CP120509.1|IJJJNO_05047	13	0.0000
GCF_029910195.1|NZ_CP110393.1|AEIAGP_04726	53	0.0000
GCF_029910195.1|NZ_CP110393.1|AEIAGP_04792	113	0.0088
GCF_030316075.1|NZ_CP128230.1|ABLKAE_03053	116	0.0086
GCF_030644525.1|NZ_CP066799.1|EMLAIA_05888	105	0.0190
GCF_031585635.1|NZ_CP134196.1|EEDMGB_04048	115	0.0261
GCF_031585635.1|NZ_CP134196.1|EEDMGB_04072	12	0.2000
GCF_034047095.1|NZ_CP139164.1|FHPKOL_04759	136	0.0221
GCF_037101275.1|NZ_AP029051.1|JDNFDP_00077	34	0.8824
GCF_038050405.1|NZ_CP150901.1|PAEKDM_06488	131	0.0076
GCF_039621805.1|NZ_CP155074.1|MGLNLP_03212	75	0.3684
GCF_039852015.1|NZ_CP156627.1|LINCGO_03455	37	0.0270
GCF_040314805.1|NZ_CP131478.1|NFANPD_04282	10	0.4545
GCF_040314805.1|NZ_CP131478.1|NFANPD_04334	10	0.0000
GCF_043193125.1|NZ_CP142983.1|DMHOIN_06313	10	0.8000
GCF_044501195.1|NZ_CP162534.1|FEPKBP_06859	107	0.4588
GCF_046773525.1|NZ_CP177246.1|AAEFPO_06677	49	1.0000
GCF_046773525.1|NZ_CP177246.1|AAEFPO_06723	12	0.5833
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_00560	10	0.2000
GCF_047497165.1|NZ_CP163164.1|CDDFIM_00449	82	0.8864
GCF_048565265.1|NZ_CP183462.1|OJJDKA_05068	114	0.0087
GCF_048565265.1|NZ_CP183462.1|OJJDKA_05085	16	0.0000
GCF_049177125.1|NZ_CP185392.1|BEHLMJ_05264	13	0.0000
GCF_050500075.1|NZ_CP191365.1|EGBKKP_07160	21	0.8571
GCF_050632305.1|NZ_CP192557.1|JOABHI_05419	12	0.0000
GCF_050632325.1|NZ_CP192561.1|KHJMHK_04108	69	0.0000
GCF_050813845.1|NZ_CP172422.1|GJOCLC_03780	34	0.0286
GCF_050990595.1|NZ_CP158828.1|NIBBDH_04672	47	0.6809
GCF_050990595.1|NZ_CP158828.1|NIBBDH_04684	118	0.0254
GCF_050990595.1|NZ_CP158828.1|NIBBDH_04706	13	0.0000
GCF_051124805.1|NZ_CP123188.1|ICMIHH_03374	10	0.0000
GCF_051124805.1|NZ_CP123188.1|ICMIHH_03375	11	0.0000
GCF_051124805.1|NZ_CP123188.1|ICMIHH_03391	23	0.1739
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06687	127	0.0156
GCF_051615025.1|NZ_CP195131.1|DINHEO_00878	50	0.0600
GCF_051615025.1|NZ_CP195131.1|DINHEO_00899	55	0.3708
GCF_053153985.1|NZ_CP195305.1|PDLACF_04162	112	0.0089
GCF_053153985.1|NZ_CP195305.1|PDLACF_04171	31	0.0000
GCF_053348855.1|NZ_CM130028.1|PBMDKP_04207	12	0.0000
GCF_053348855.1|NZ_CM130028.1|PBMDKP_04225	29	0.0333
GCF_053760385.1|NZ_CM132389.1|BDFOCJ_06193	24	0.0000
GCF_054166145.1|NZ_JBSWBX010000004.1|LHCILI_02250	13	0.0000
GCF_054166145.1|NZ_JBSWBX010000004.1|LHCILI_02314	88	0.6966
GCF_055391905.1|NZ_AP043693.1|FHKAOC_04995	10	0.4000
GCF_055391905.1|NZ_AP043693.1|FHKAOC_05001	70	0.0000
GCF_055397325.1|NZ_AP028201.1|FBHEKJ_04876	96	0.0808
GCF_001742165.1|NZ_CP016443.1|AGPFIK_04919	98	0.0000
GCF_001865575.2|NZ_CP017562.2|LOJKIB_04501	13	0.1429
GCF_001865575.2|NZ_CP017562.2|LOJKIB_04569	11	0.0000
GCF_001922345.1|NZ_CP018812.1|FHEGBC_05167	52	0.5972
GCF_001922345.1|NZ_CP018812.1|FHEGBC_05199	11	0.3077
GCF_001922345.1|NZ_CP018812.1|FHEGBC_05217	16	0.5000
GCF_002278075.1|NZ_CP022990.1|LCILIJ_04445	14	0.0667
GCF_002278075.1|NZ_CP022990.1|LCILIJ_04446	15	0.0625
GCF_002278075.1|NZ_CP022990.1|LCILIJ_04447	15	0.0625
GCF_002346185.1|NZ_CP009742.1|LPAJGO_03162	12	0.2857
GCF_002902925.1|NZ_CP026112.1|FCNDNF_05407	31	0.6562
GCF_003233675.1|NZ_CP029825.1|IAFPDL_05235	19	0.0000
GCF_003286395.1|NZ_CP029641.1|DPHPDP_03518	19	0.1481
GCF_003286395.1|NZ_CP029641.1|DPHPDP_03561	10	0.6667
GCF_003286395.1|NZ_CP029641.1|DPHPDP_03571	10	0.3000
GCF_003330805.1|NZ_CP024940.1|CLIPBJ_09138	62	0.3378
GCF_003366075.1|NZ_CP028962.1|KOHNEP_00583	53	0.0000
GCF_003366075.1|NZ_CP028962.1|KOHNEP_00660	16	0.0625
GCF_003366075.1|NZ_CP028962.1|KOHNEP_00669	100	0.0000
GCF_003568605.1|NZ_CP008785.1|FDKBLH_03120	27	0.3704
GCF_003713105.1|NZ_CP033431.1|KJPFOH_04505	24	0.3750
GCF_003812365.1|NZ_CP033749.1|ADLCHK_02047	68	1.0000
GCF_003812365.1|NZ_CP033749.1|ADLCHK_02097	10	1.0000
GCF_003812585.1|NZ_CP033747.1|GNNABM_05392	72	0.0139
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07062	133	0.0149
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07077	12	0.2778
GCF_005280735.1|NZ_CP040078.1|GLGJAO_07120	129	0.0388
GCF_008728315.1|NZ_CP038221.1|NCDPGD_04585	116	0.0086
GCF_009789655.1|NZ_CP046911.1|NAJDOB_05993	42	0.0476
GCF_009789655.1|NZ_CP046911.1|NAJDOB_06069	20	0.9500
GCF_009789675.1|NZ_CP046915.1|EADHIH_04769	14	0.0000
GCF_009789675.1|NZ_CP046915.1|EADHIH_04784	24	0.0417
GCF_009938265.1|NZ_AP022317.1|EKOFLH_04663	120	0.0167
GCF_011039955.1|NZ_CP049318.1|GGNALE_06889	15	0.0000
GCF_012689525.1|NZ_CP051515.1|LAJHGD_002858	73	0.7105
GCF_014171495.1|NZ_CP049137.1|EIPEHA_06896	61	0.7541
GCF_014211915.1|NZ_CP060041.1|LLAKDB_06084	25	0.2857
GCF_014211915.1|NZ_CP060041.1|LLAKDB_06096	40	0.0250
GCF_016899445.1|NZ_CP041778.1|MDBEMB_02881	13	0.1538
GCF_016899445.1|NZ_CP041778.1|MDBEMB_02896	45	0.0851
GCF_017220215.1|NZ_CP071130.1|LKMEBK_03517	134	0.0161
GCF_017220215.1|NZ_CP071130.1|LKMEBK_03526	15	0.0667
GCF_018408855.1|NZ_AP024326.1|IOAPJC_06893	64	0.8551
GCF_018417535.1|NZ_CP070978.1|GOINAJ_05908	56	0.0175
GCF_021484945.1|NZ_CP090609.1|HHLEAD_04035	119	0.0053
GCF_021535065.1|NZ_CP091013.1|ANAEHE_04882	16	0.1250
GCF_021899435.1|NZ_CP091647.1|GEPLFC_06086	13	0.0000
GCF_022879815.1|NZ_CP084286.1|DODOCL_04593	128	0.0153
GCF_022879815.1|NZ_CP084286.1|DODOCL_04626	48	0.0208
GCF_023374375.1|NZ_CP090683.1|KBLDKK_05519	54	0.8704
GCF_024072595.1|NZ_CP099625.1|JCKLCH_07544	129	0.0155
GCF_024661975.1|NZ_CP102483.1|DMILCA_04125	117	0.0325
GCF_028462305.2|NZ_CP159410.1|AABLMB_06271	16	0.0000
GCF_028473685.1|NZ_CP099395.1|GEMCOG_07127	16	0.2857
GCF_029536165.1|NZ_CP120509.1|IJJJNO_03584	15	0.0667
GCF_029536165.1|NZ_CP120509.1|IJJJNO_05866	18	0.7222
GCF_029536165.1|NZ_CP120509.1|IJJJNO_05911	11	0.2727
GCF_029910195.1|NZ_CP110393.1|AEIAGP_04683	92	0.0000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04809	11	0.0000
GCF_029910215.1|NZ_CP110396.1|AOJIKF_04811	72	0.0685
GCF_029962485.1|NZ_CP073638.1|GJHEFE_04408	104	0.0095
GCF_001718315.1|NZ_CP013364.1|FPPOAH_06020	104	0.4667
GCF_001718335.1|NZ_CP013365.1|DFAKIC_04343	102	0.0098
GCF_001718335.1|NZ_CP013367.1|DFAKIC_06161	38	1.0000
GCF_001718355.1|NZ_CP013371.1|EMLACB_04615	39	0.3902
GCF_001718395.1|NZ_CP013376.1|IEEHJL_04982	17	0.0000
GCF_001718395.1|NZ_CP013376.1|IEEHJL_05002	17	0.0588
GCF_001718395.1|NZ_CP013376.1|IEEHJL_05011	44	0.0000
GCF_001718415.1|NZ_CP013377.1|BPMFLD_04532	25	0.8462
GCF_001718415.1|NZ_CP013377.1|BPMFLD_04534	19	0.6364
GCF_001718415.1|NZ_CP013377.1|BPMFLD_05910	118	0.0169
GCF_001718415.1|NZ_CP013377.1|BPMFLD_05918	23	0.5652
GCF_001718495.1|NZ_CP013394.1|GBHKGI_03779	118	0.0169
GCF_001718515.1|NZ_CP013396.1|NODKMO_04587	94	0.0412
GCF_001718555.1|NZ_CP013403.1|COAJPG_03880	11	0.0909
GCF_001718555.1|NZ_CP013402.1|COAJPG_06053	32	0.9375
GCF_001718555.1|NZ_CP013402.1|COAJPG_06054	29	1.0000
GCF_001718555.1|NZ_CP013402.1|COAJPG_06091	67	0.7761
GCF_001718575.1|NZ_CP013406.1|MMFJBI_06032	75	0.0000
GCF_001718575.1|NZ_CP013405.1|MMFJBI_07002	34	1.0000
GCF_001718615.1|NZ_CP013410.1|OGIEMD_04764	90	0.7111
GCF_001718655.1|NZ_CP013416.1|OAPBOK_05102	42	0.0000
GCF_001718655.1|NZ_CP013416.1|OAPBOK_05874	133	0.0242
GCF_001718655.1|NZ_CP013416.1|OAPBOK_05915	132	0.0152
GCF_001718835.1|NZ_CP013444.1|KNHALJ_03713	14	0.0000
GCF_001718835.1|NZ_CP013444.1|KNHALJ_05092	112	0.0089
GCF_001718835.1|NZ_CP013444.1|KNHALJ_06083	117	0.0216
GCF_001718855.1|NZ_CP013447.1|LGJHMI_05015	94	0.0159
GCF_001718875.1|NZ_CP013449.1|BILING_03216	14	0.1429
GCF_001718895.1|NZ_CP013452.1|CCCJBB_03518	36	0.0278
GCF_001718955.1|NZ_CP013461.1|MKEBEL_03966	32	0.1944
GCF_001718955.1|NZ_CP013461.1|MKEBEL_04008	134	0.1483
GCF_001718955.1|NZ_CP013460.1|MKEBEL_06653	16	0.7500
GCF_001718955.1|NZ_CP013460.1|MKEBEL_06655	12	1.0000
GCF_001718975.1|NZ_CP013464.1|FDEPEI_04836	44	0.4318
GCF_001718975.1|NZ_CP013464.1|FDEPEI_04889	15	0.8667
GCF_001718975.1|NZ_CP013464.1|FDEPEI_04909	79	0.0000
GCF_001718975.1|NZ_CP013465.1|FDEPEI_06216	10	1.0000
GCF_001742165.1|NZ_CP016443.1|AGPFIK_06487	49	0.0000
GCF_001742165.1|NZ_CP016444.1|AGPFIK_07077	10	1.0000
GCF_001742165.1|NZ_CP016444.1|AGPFIK_07100	96	0.0300
GCF_001865575.2|NZ_CP017562.2|LOJKIB_04209	91	0.1042
GCF_001865575.2|NZ_CP017562.2|LOJKIB_04240	21	0.3333
GCF_001885195.1|NZ_CP018055.1|JNHEHC_04453	124	0.0161
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04649	134	0.0548
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04674	54	0.4133
GCF_001922345.1|NZ_CP018812.1|FHEGBC_04716	13	0.2143
GCF_002097715.1|NZ_CP020738.1|GADEED_04379	104	0.8269
GCF_002097715.1|NZ_CP020738.1|GADEED_04409	132	0.0150
GCF_002111165.1|NZ_CP018390.1|IIOHIN_04196	98	0.0000
GCF_002111165.1|NZ_CP018390.1|IIOHIN_04259	100	0.9510
GCF_002278075.1|NZ_CP022990.1|LCILIJ_04100	49	0.8776
GCF_002346185.1|NZ_CP009742.1|LPAJGO_03073	132	0.1163
GCF_002346185.1|NZ_CP009742.1|LPAJGO_03092	56	0.2029
GCF_002346185.1|NZ_CP009742.1|LPAJGO_03116	15	0.0000
GCF_002356275.1|NZ_AP018112.1|PCILBN_05567	27	0.0000
GCF_002356275.1|NZ_AP018113.1|PCILBN_06573	26	0.1923
GCF_002393425.1|NZ_CP023523.1|LGDCBP_05639	11	0.4815
GCF_002407525.2|NZ_CP023520.1|ANGHKI_06688	25	0.9231
GCF_002902925.1|NZ_CP026113.1|FCNDNF_06695	20	0.5000
GCF_002902965.1|NZ_CP026107.1|NNLOHK_007126	97	0.0388
GCF_003076415.1|NZ_CP021067.1|EODBJB_00932	14	0.2667
GCF_003233675.1|NZ_CP029825.1|IAFPDL_03748	63	0.0000
GCF_003233675.1|NZ_CP029826.1|IAFPDL_06970	10	0.6000
GCF_003233675.1|NZ_CP029828.1|IAFPDL_08002	26	1.0000
GCF_003233675.1|NZ_CP029828.1|IAFPDL_08018	35	0.5250
GCF_003233675.1|NZ_CP029828.1|IAFPDL_08037	10	0.1000
GCF_003286395.1|NZ_CP029641.1|DPHPDP_02862	96	0.9896
GCF_003330745.1|NZ_CP024906.1|JMECOH_05928	10	0.5000
GCF_003330765.1|NZ_CP024903.1|MHAOIP_04431	115	0.1231
GCF_003330765.1|NZ_CP024904.1|MHAOIP_06430	15	0.5333
GCF_003330765.1|NZ_CP024904.1|MHAOIP_06431	14	0.5000
GCF_003330765.1|NZ_CP024904.1|MHAOIP_06435	59	0.9831
GCF_003330765.1|NZ_CP024904.1|MHAOIP_06458	64	0.9375
GCF_003330765.1|NZ_CP024904.1|MHAOIP_06489	94	0.3861
GCF_003330785.1|NZ_CP024936.1|PLAHFN_06306	110	0.8362
GCF_003330805.1|NZ_CP024938.1|CLIPBJ_05990	14	0.0714
GCF_003330825.1|NZ_CP024942.1|DPEFHP_04472	16	0.2500
GCF_003366075.1|NZ_CP028962.1|KOHNEP_01127	117	0.0085
GCF_003366075.1|NZ_CP028962.1|KOHNEP_02412	37	0.0000
GCF_003368325.1|NZ_CP031466.1|IEDFFF_02654	31	0.1290
GCF_003704285.1|NZ_CP013391.1|JNILKD_04890	49	0.0204
GCF_003704285.1|NZ_CP013391.1|JNILKD_06139	28	0.0294
GCF_030412785.1|NZ_CP125296.1|ODJFHO_07241	130	0.0296
GCF_033675325.1|NZ_QXCU01000002.1|LOOCEI_00093	35	0.0278
GCF_037477895.1|NZ_CP132745.1|DJLMGD_02927	119	0.0084
GCF_039621805.1|NZ_CP155075.1|MGLNLP_05369	17	0.1053
GCF_039621805.1|NZ_CP155075.1|MGLNLP_05394	49	0.1000
GCF_044501195.1|NZ_CP162534.1|FEPKBP_07773	95	0.0566
GCF_047497155.1|NZ_CP163162.1|EJBDJJ_01092	133	0.0150
GCF_048565265.1|NZ_CP183463.1|OJJDKA_07034	56	0.9464
GCF_050813845.1|NZ_CP172422.1|GJOCLC_05759	12	0.0000
GCF_050858985.1|NZ_CP110092.1|HJEKBF_07102	11	0.6667
GCF_050990595.1|NZ_CP158830.1|NIBBDH_06330	10	0.2500
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06209	122	0.0317
GCF_051124805.1|NZ_CP123190.1|ICMIHH_06260	15	0.2000
GCF_051355645.1|NZ_CP195709.1|PGKMBI_04890	43	0.0000
GCF_053038975.1|NZ_CP199960.1|AHCKDM_05385	80	0.0000
GCF_053038975.1|NZ_CP199960.1|AHCKDM_05455	130	0.0077
GCF_054166185.1|NZ_CM135122.1|JAEKAK_00698	114	0.7982
GCF_055397955.1|NZ_AP029057.1|IIMLFJ_03922	42	0.9048
GCF_057612605.2|NZ_JBVFIR010000004.1|LGHOAH_06582	124	0.8522
GCF_059622985.1|NZ_CM184412.1|HDJAFC_04940	115	0.9739
GCF_059622985.1|NZ_CM184412.1|HDJAFC_05030	15	0.2083
GCF_964261745.1|NZ_OZ180040.1|HPHCCA_07160	44	0.8936
GCF_984667725.1|NZ_OZ480175.1|MEHGPI_03861	114	0.0088
GCF_984669705.1|NZ_OZ480243.1|MOPGNM_05909	93	0.0000
MF7|BMF7_NODE_2_len_976237_cov_36_3824_ID_6095666.46|EFEKAH_05221	10	0.1000
GCA_017356705.2|CP076288.1|GJFJFN_08105	48	0.7292
GCA_017356705.2|CP076288.1|GJFJFN_08118	117	0.0163
GCA_017356705.2|CP076288.1|GJFJFN_08131	131	0.0075
GCA_017356705.2|CP076288.1|GJFJFN_08171	134	0.0149
GCA_017356705.2|CP076288.1|GJFJFN_08182	128	0.0156
GCA_024298805.1|CP101280.1|CFKEBF_05410	78	0.0500
GCA_024298805.1|CP101280.1|CFKEBF_05414	29	0.0345
GCA_024298805.1|CP101280.1|CFKEBF_05429	10	0.0000
GCA_024298805.1|CP101280.1|CFKEBF_05435	91	0.0110
GCA_024298805.1|CP101280.1|CFKEBF_05462	99	0.0200
GCA_024298805.1|CP101280.1|CFKEBF_05477	104	0.0096
GCA_024298805.1|CP101280.1|CFKEBF_05483	85	0.0000
GCA_029762415.1|CP121774.1|AEAFNO_06013	84	0.0000
GCA_040954445.1|CP144362.1|HHKDID_02934	81	0.6813
GCA_048918525.1|CP183179.1|FJOOHI_06513	35	0.3143
GCA_048918525.1|CP183179.1|FJOOHI_06554	36	0.9722
GCA_051027405.1|CP186319.1|OPENLE_05389	17	0.8824
GCA_051027405.1|CP186319.1|OPENLE_05407	95	0.8737
GCA_051027405.1|CP186319.1|OPENLE_05416	95	0.0938
GCA_051027405.1|CP186319.1|OPENLE_05442	61	0.7705
GCA_056494915.1|CP195753.1|IECGNH_04956	27	0.0741
GCA_056494915.1|CP195753.1|IECGNH_05034	130	0.0154
GCA_056494915.1|CP195753.1|IECGNH_05041	71	0.4314
GCA_965217235.1|OZ244257.1|FGPPHH_04591	27	0.0370
GCF_000009485.1|NC_011001.1|AHBBHP_05624	97	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_05630	47	0.0000
GCF_000009485.1|NC_011001.1|AHBBHP_05652	11	0.0000
GCF_000010545.1|NC_010805.1|FAEGPK_04924	11	0.1818
GCF_000010545.1|NC_010805.1|FAEGPK_04925	11	0.1818
GCF_000010545.1|NC_010805.1|FAEGPK_04926	11	0.1818
GCF_000010545.1|NC_010805.1|FAEGPK_04927	11	0.1818
GCF_000010545.1|NC_010805.1|FAEGPK_04928	11	0.1818
GCF_000010545.1|NC_010805.1|FAEGPK_04939	13	0.0769
GCF_000010545.1|NC_010805.1|FAEGPK_04958	28	0.0714
GCF_000012365.1|NC_007650.1|CDMLCC_05301	48	0.7292
GCF_000012945.1|NC_007511.1|MPPJPN_03670	14	0.5333
GCF_000012945.1|NC_007509.1|MPPJPN_06778	34	1.0000
GCF_000012945.1|NC_007509.1|MPPJPN_06779	28	1.0000
GCF_000013645.1|NC_007952.1|NKEBAG_05519	129	0.0388
